S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
314,L,EEL863,SELECTED TOPICS IN COMMUNICATION ENGINEERING - III,3,3,0,0,BREJESH LALL,10
315,M,EEL844,ADVANCED OR SELECTED TOPICS IN POWER ELECTRONICS,3,3,0,0,MUMMADI VEERACHARY,7
316,M,EEL851,SPECIAL TOPICS IN COMPUTERS I,3,3,0,0,SUBRAT KAR,6
317,M,EEL762,DIGITAL COMMUNICATION,3,3,0,0,SHANKAR PRAKRIYA,67
318,N,EEN120,INTRO TO ELECT ENGG.(POWER),2,0,0,4,G BHUVANESWARI,27
319,N,EEN110,INTRO TO ELECT ENGG,2,0,0,4,S D JOSHI,76
320,P,EEP791,POWER SYSTEMS LAB-I,2,0,0,4,P R BIJWE,19
321,P,EET410,PRACTICAL TRAINING,0,0,0,0,RANJAN BOSE,58
322,P,EET420,PRACTICAL TRAINING,0,0,0,0,RANJAN BOSE,19
323,P,EET841,INDUSTRIAL TRAINING AND SEMINAR,3,3,0,0,J K CHATTERJEE,70
324,P,EEV704,SPECIAL MODULE IN COMPUTERS,1,1,0,0,SUBRAT KAR,70
325,P,EEV834,SPECIAL MODULE IN VLSI TESTING,1,1,0,0,G S VISWESWARAN,20
326,P,JMD801,MAJOR PROJECT PART-I,6,0,0,12,SWADES KUMAR DE,7
327,P,JVD799,MINOR PROJECT,3,0,0,6,PREETI RANJAN PANDA,2
328,P,JVD801,MAJOR PROJECT PART-I,6,0,0,12,PREETI RANJAN PANDA,5
329,P,EEL767,TELECOMMUNICATION SYSTEMS,3,3,0,0,BREJESH LALL,46
330,P,EED875,MAJOR PROJECT PART-I,6,0,0,12,RKP BHATT,11
331,P,EED888,MAJOR PROJECT PART - 1,6,0,0,12,G S VISWESWARAN,16
332,P,EED890,MAJOR PROJECT PART-I,6,0,0,12,BIJAYA KETAN PANIGRAHI,9
333,P,EED895,MAJOR PROJECT,40,0,0,80,INDRA NARAYAN KAR,7
334,P,EEC410,COLLOQUIUM (EE),3,0,3,0,MASHUQ-UN-NABI,58
335,P,EEC420,COLLOQUIUM (EP),3,0,3,0,NILANJAN SENROY,19
336,P,EED411,MAJOR PROJECT PART 1 (EE),3,0,0,6,SHANKAR PRAKRIYA,39
337,P,EED412,MAJOR PROJECT PART 2 (EE),7,0,0,14,SHANKAR PRAKRIYA,2
338,P,EED421,MAJOR PROJECT PART 1 (EP),3,0,0,6,SHANKAR PRAKRIYA,16
339,P,EED422,MAJOR PROJECT PART 2 (EP),7,0,0,14,SHANKAR PRAKRIYA,1
340,P,EED801,MAJOR PROJECT PART-I,6,0,0,12,SUBRAT KAR,12
341,P,EED830,MINOR PROJECT,3,0,0,6,G S VISWESWARAN,1
342,P,EED842,MAJOR PROJECT PART-I,6,0,0,12,J K CHATTERJEE,17
343,P,EED851,MAJOR PROJECT PART 1 (EI),6,0,0,12,BREJESH LALL,15
344,P,EED852,MAJOR PROJECT PART 2 (EI),14,0,0,28,M HANMANDLU,80
345,P,EED861,MAJOR PROJECT PART-I,6,0,0,12,BREJESH LALL,17
346,P,DTD899,DOCTORAL THESIS,0,0,0,0,====,1200
347,R,EEP842,POWER ELECTRONICS LABORATORY,1.5,0,0,3,BHIM SINGH,24
348,R,EEP701,DIGITAL SYSTEM LAB,2,0,0,4,SWADES KUMAR DE,18
349,S,EEP717,COMMUNICATION LAB I,2,0,0,4,SHANKAR PRAKRIYA,11
350,S,EEP735,IEC LABORATORY I,3,0,0,6,JAYADEVA,17
351,S,EEP841,ELECTRICAL MACHINES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,24
352,T,EEP773,TELECOMMUNICATION SOFTWARE LABORATORY,3,0,1,4,SUBRAT KAR,20
353,T,EEP776,WIRELESS COMMUNICATION LABORATORY,3,0,1,4,RANJAN BOSE,34
354,V,EEP788,IC PROCESSING LAB,3,0,0,6,SUDHIR CHANDRA,20
355,V,EEP725,CONTROL LABORATORY,3,0,0,6,MADAN GOPAL,10
356,A,HUL212,MICROECONOMICS,4,3,1,0,V UPADHYAY,75
357,A,HUL213,MACRO ECONOMICS,4,3,1,0,V UPADHYAY,74
358,A,HUL214,INTERNATIONAL ECONOMICS,4,3,1,0,V UPADHYAY,76
359,A,HUL234,LANGUAGE AND COMMUNICATION,4,3,1,0,PRITHA CHANDRA,74
360,A,HUL236,AN INTRODUCTION TO DRAMA,4,3,1,0,AMRIT SRINIVASAN,54
361,A,HUL237,CONTEMPORARY FICTION,3,2,1,0,ANGELIE MULTANI,72
362,A,HUL238,MODERN FICTION,4,3,1,0,STUTI KHANNA,20
363,A,HUL240,INDIAN ENGLISH POETRY,4,3,1,0,SYAMALA KALLURY,51
364,A,HUL241,WORKSHOP IN CREATIVE WRITING,4,3,1,0,RUKMINI BHAYA NAIR,71
365,A,HUL253,MORAL LITERACY AND MORAL CHOICES,4,3,1,0,BHARATI PURI,31
366,A,HUL254,ART AND TECHNOLOGY,4,3,1,0,SANIL V,16
367,A,HUL256,CRITICAL THINKING,3,2,1,0,BIJOY H BORUAH,57
368,A,HUL261,PSYCHOLOGICAL BASIS OF BEHAVIOUR,4,3,1,0,AMULYA KHURANA,74
369,A,HUL262,ENVIRONMENTAL PSYCHOLOGY,4,3,1,0,PURNIMA SINGH,72
370,A,HUL265,PERSONALITY AND SOCIETY,3,2,1,0,KAMLESH SINGH,76
371,A,HUL271,SOCIOLOGY: THE SCIENCE OF PRAXIS,4,3,1,0,RAVINDER KAUR,71
372,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4,3,1,0,FARHANA IBRAHIM,74
373,A,HUL273,SCIENCE; TECHNOLOGY AND SOCIETY,4,3,1,0,P VIGNESWARA ILAVARASAN,34
374,A,HUL275,ENVIRONMENT; DEVELOPMENT AND SOCIETY,4,3,1,0,VIBHA ARORA,72
375,A,HUL281,MIND; MACHINES AND LANGUAGE,4,3,1,0,SHANTANU GHOSH,61
376,A,HUL289,PERSPECTIVE ON SCIENCE TECHNOLOGY& HUMAN DEVPT,4,3,1,0,AMBUJ D SAGAR,30
377,C,HUL711,PSYCHOLOGICAL TESTING AND BEHAVIORAL ASSESSMENT,3,2,1,0,KAMLESH SINGH,12
378,E,HUL845,ENVIRONMENTAL ETHICS,3,3,0,0,BHARATI PURI,9
379,H,HUL884,INDIAN WRITING IN ENGLISH,3,3,0,0,STUTI KHANNA,7
380,I,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,1,1,0,0,SANIL V,311
381,K,HUL888,APPLIED LINGUISTICS,3,3,0,0,SHANTANU GHOSH,2
382,K,HUL840,PHILOSOPHY OF SOCIAL SCIENCES,3,3,0,0,BIJOY H BORUAH,70
383,K,HUL701,SOCIOLOGICAL THEORY,3,2,1,0,RAVINDER KAUR,9
384,M,HUL810,COMMUNICATION SKILLS,3,3,0,0,SHANTANU GHOSH,185
385,P,HUL101,ELEMENTS OF ENGLISH,3,2,0,2,STUTI KHANNA,35
386,P,HUC722,SEMINAR,3,0,0,6,RAVINDER KAUR,51
387,P,HUP102,PSYCHOLOGY LABORATORY,1,0,0,2,KAMLESH SINGH,30
388,A,SML720,BUSINESS ENVIRONMENT AND CORPORATE STRATEGIES,3,2,0,2,MAHIM SAGAR,47
389,A,SMV895,MANAGEMENT RESEARCH METHODOLOGY,1,1,0,0,KANIKA TANDON BHAL,62
390,B,SML305,ORGANISATION OF ENGG SYS. & HUMAN RESOURCES MANAGE,4,3,1,0,KANIKA TANDON BHAL,118
391,B,SML874,INDIAN FINANCIAL SYSTEM,3,3,0,0,P KJAIN,61
392,C,SML780,MANAGERIAL ECONOMICS,3,2,0,2,SUDHIR KUMAR JAIN,102
393,D,SML839,CURRENT AND EMERGING ISSUES IN ORGANISATION MGMT,3,3,0,0,SUSHIL,32
394,D,SML715,QUALITY & ENVIRONMENT MANAGEMENT SYSTEMS,3,2,0,2,RAVI SHANKAR,53
395,D,SML760,MARKETING MANAGEMENT,3,2,0,2,MAHIM SAGAR,104
396,E,SML770,MANAGEMENT ACCOUNTS AND FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,55
397,F,SML740,QUANTUM METHODS,3,2,0,2,D KBANWET,105
398,F,SML870,ADVANCED FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,42
399,H,SML861,MARKET RESEARCH,3,2,0,2,SEEMA SHARMA,40
400,H,SML833,ORGANISATIONAL DEVELOPMENT,3,3,0,0,V GAUTAM,8
401,H,SML710,CREATIVE PROBLEM SOLUTION,3,2,0,2,KIRAN KR SMOMAYA,119
402,J,SML723,TELECOMMUNICATION SYSTEMS MANAGEMENT,3,3,0,0,MAHIM SAGAR,27
403,J,SML856,BUSINESS INTELLIGENCE,3,2,0,2,MANMOHAN PRASAD GUPTA,9
404,K,SMV795,SYSTEMS THINKING,1,1,0,0,SUSHIL,103
405,K,SML852,NETWORK SYSTEM: APPLICATIONS AND MANAGEMENT,3,2,0,2,MANMOHAN PRASAD GUPTA,12
406,L,SML823,STRATEGIC CHANGE AND FLEXIBILITY,3,2,0,2,SUSHIL,40
407,L,SMV794,COMMUNICATION SKILLS,1.5,1,0,1,HARISH CHOUDHARY,48
408,L,SMP791,COMPUTER LABORATORY,1,0,0,2,MANMOHAN PRASAD GUPTA,102
409,M,SML853,SOFTWARE PROJECT MANAGEMENT,3,3,0,0,MANMOHAN PRASAD GUPTA,31
410,M,SML730,ORGANIZATIONAL MANAGEMENT,3,3,0,0,V GAUTAM,54
411,M,SML745,OPERATIONS MANAGEMENT,3,3,0,0,RAVI SHANKAR,11
412,P,SMD792,MINOR PROJECT,3,0,0,6,SEEMA SHARMA,11
413,X,SML702,MANAGEMENT OF INNOV & R&D,3,2,0,2,KIRAN KR SMOMAYA,46
414,X,SML875,INTERNATIONAL FINANCIAL MANAGEMENT,3,3,0,0,SURENDRA SINGH YADAV,81
415,Y,SML820,GLOBAL BUSINESS ENVIRONMENT,3,3,0,0,SEEMA SHARMA,50
416,Z,SML822,INTERNATIONAL BUSINESS,3,2,0,2,SURENDRA SINGH YADAV,59
417,Z,SML731,HUMAN RESOURCE MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,56
418,A,MAL724,CRYPTOLOGY,3,3,0,0,RAJENDRA KUMAR SHARMA,19
419,A,MAL730,CRYPTOGRAPHY,4,3,1,0,RAJENDRA KUMAR SHARMA,29
420,A,MAL786,CRYPTOLOGY,4,3,1,0,RAJENDRA KUMAR SHARMA,41
421,B,MAL630,PARTIAL DIFFERENTIAL EQUATIONS,4,3,1,0,KONIJETI SREENADH,33
422,B,MAL180,DISCRETE MATHEMATICAL STRUCTURES,4,3,1,0,WAGISH SHUKLA,40
423,B,MAL375,PROGRAMMING LANGUAGES,4,3,0,2,NILADRI CHATTERJEE,14
424,C,MAL250,PROBABILITY & STOCHASTIC PROCESSES,4,3,1,0,S DHARMARAJA,151
425,C,MAL255,LINEAR ALGEBRA,4,3,1,0,SUBIMAN KUNDU,31
426,C,MAL110,MATHEMATICS-I,4,3,1,0,RAJENDRA KUMAR SHARMA,491
427,C,MAL111,INTRO TO ANALYSIS & DIFFERENTIAL EQUATIONS,4,3,1,0,RITUMONI SARMA,199
428,C,MAL115,MULTIVARIABLE CALCULUS AND MATRIX THEORY,4,3,1,0,BISWARANJAN BEHERA,45
429,D,MAL355,PARTIAL DIFFERENTIAL EQUATIONS: THEORY AND COMPUTA,4,3,1,0,KONIJETI SREENADH,70
430,D,MAL373,WAVELETS AND APPLICATIONS,4,3,1,0,MANI MEHRA,18
431,D,MAL519,INTRODUCTION TO COMPUTERS AND PROGRAMMING,4,3,0,2,NILADRI CHATTERJEE,35
432,D,MAL851,APPLIED NUMERICAL ANALYSIS,3,3,0,0,S CHANDRA SEKHARA RAO,3
433,E,MAL601,TOPOLOGY,4,3,1,0,SUBIMAN KUNDU,31
434,E,MAL517,DIFFERENTIAL EQUATIONS,4,3,1,0,V VK SRINIVAS KUMAR,37
435,E,MAL245,TOPOLOGY AND FUNCTIONAL ANALYSIS,4,3,1,0,ANIMA NAGAR,48
436,F,MAL230,NUM METHODS & COMPUTATION,4,3,1,0,S CHANDRA SEKHARA RAO,32
437,F,MAL513,REAL ANALYSIS,4,3,1,0,BISWARANJAN BEHERA,36
438,F,MAL468,GRAPH THEORY,4,3,1,0,A TRIPATHI,22
439,F,MAL656,GRAPH THEORY,4,3,1,0,A TRIPATHI,5
440,F,MAL705,DISCRETE MATHEMATICAL STRUCTURES,3,3,0,0,NAVEEN GARG,27
441,F,MAL725,STOCHASTIC PROCESSES & APPLICATIONS,4,3,1,0,S DHARMARAJA,9
442,H,MAL860,LINEAR ALGEBRA,3,3,0,0,WAGISH SHUKLA,16
443,H,MAL509,PROBABILITY THEORY,4,3,1,0,B R HANDA,42
444,H,MAL210,OPTIMIZATION METHODS & APPLICATIONS,4,3,1,0,APARNA MEHRA,72
445,J,MAL256,MODERN ALGEBRA,4,3,1,0,RITUMONI SARMA,29
446,J,MAL503,LINEAR ALGEBRA,4,3,1,0,ANIMA NAGAR,35
447,J,MAL701,INTRODUCTION TO PROGRAMMING AND DATA STRUCTURES,4,3,0,2,PRAGYA JAIN,44
448,J,MAL609,BASIC COMPUTER SCIENCE,4,3,0,2,B CHANDRA,31
449,K,MAL745,SOFTWARE ENGINEERING,4,3,0,2,ANSHUL KUMAR,34
450,L,MAL754,PRINCIPLES OF COMPUTER GRAPHICS,4,3,0,2,ANSHUL KUMAR,29
451,M,MAL720,NEURO-COMPUTING & APPLICATIONS,3,3,0,0,B CHANDRA,45
452,M,MAL145,NUMBER THEORY,4,3,1,0,A TRIPATHI,15
453,N,MAN150,INTRODUCTON TO MATHEMATICSAND COMPUTING,2,0,0,4,S DHARMARAJA,40
454,P,MAP290,SYSTEM DESIGN LABORATORY,2,0,0,4,B CHANDRA,33
455,P,MAP701,COMPUTING LAB I,2,0,0,4,RAM LAL,52
456,P,MAP707,PROGRAMMING LANGUAGES LABORATORY,2,0,0,4,SAVITA GOEL,23
457,P,MAT450,PRACTICAL TRAINING,0,0,0,0,BISWARANJAN BEHERA,27
458,P,MAD851,MAJOR PROJECT PART 1 (MT),6,0,0,12,APARNA MEHRA,24
459,P,MAD852,MAJOR PROJECT PART 2 (MT),14,0,0,28,APARNA MEHRA,2
460,P,MAD853,MAJOR PROJECT PART 1 (MT),4,0,0,8,APARNA MEHRA,3
461,P,MAD854,MAJOR PROJECT PART 2 (MT),16,0,0,32,APARNA MEHRA,2
462,P,JCD799,MINOR PROJECT,3,0,0,6,NAVEEN GARG,80
463,P,JCD801,MAJOR PROJECT PART-I,6,0,0,12,NAVEEN GARG,21
464,P,JCD802,MAJOR PROJECT PART-II,12,0,0,24,NAVEEN GARG,2
465,P,MAC450,COLLOQUIUM (MT),3,0,3,0,BISWARANJAN BEHERA,29
466,P,MAD350,MINI PROJECT (MT),3,0,0,6,SUBIMAN KUNDU,9
467,P,MAD703,PROJECT PART I*,4,0,0,8,WAGISH SHUKLA,30
468,P,MAD704,PROJECT PART - II,4,0,0,8,NAVEEN GARG,2
469,A,MEL433,MICRO- AND NANO- MANUFACTURING,4,3,0,2,SIVANANDAM ARAVINDAN,45
470,A,MEL705,EXPERIMENTAL METHODS IN THERMAL ENGG,4,2,0,4,P MV SUBBARAO,19
471,A,MEL761,STATISTICS FOR DECISION MAKING,4,3,0,2,KIRAN SETH,9
472,A,MEL791,COMPOSITE MATERIALS & PROCESSING,4,3,0,2,NARESH BHATNAGAR,29
473,B,MEL707,APPLIED MATHEMATICS FOR MECHANICAL ENGG,3,2,0,2,ANJAN RAY,14
474,B,MEL737,ADVANCED MECHANICAL DESIGN,4,3,0,2,T K KUNDRA,10
475,B,MEL311,MACHINE ELEMENT DESIGN,5,3,1,2,HARISH HIRANI,106
476,C,MEL316,MECHANICAL VIBRATIONS,4,3,0,2,A K DARPE,70
477,C,MEL733,VIBRATIONS ENGG,4,3,0,2,KSHITIJ GUPTA,15
478,C,MEL703,ADVANCED THERMODYNAMICS,3,3,0,0,SANGEETA KOHLI,17
479,C,MEL346,TURBO-MACHINERY,4,3,0,2,P MV SUBBARAO,88
480,C,MEL812,COMBUSTION,4,3,0,2,ANJAN RAY,7
481,C,MEL866,MAINTENANCE MANAGEMENT,3,3,0,0,MAKARAND SHRIKRISHNA KULKARNI,11
482,D,MEL840,EXPERIMENTAL MODAL ANALYSIS AND DYNAMIC DESIGN,4,3,0,2,SUBODH VASANT MODAK,21
483,D,MEL787,WELDING AND ALLIED PROCESSES,4,3,0,2,SUNIL PANDEY,16
484,D,MEL416,ROBOTICS ENGINEERING,4,3,1,0,SUDIPTO MUKHERJEE,36
485,D,MEL735,COMPUTER METHODS IN MECHANICAL DESIGN,4,3,0,2,ANOOP CHAWLA,13
486,D,MEL739,ROBOTICS,4,3,0,2,SUDIPTO MUKHERJEE,2
487,D,MEL242,HEAT AND MASS TRANSFER,4,3,1,0,B PREMACHANDRAN,70
488,D,MEL231,CASTING & WELDING,4,3,0,2,R SAGAR,47
489,E,MEL110,GRAPHIC SCIENCE,4,2,0,4,SUBODH VASANT MODAK,309
490,E,MEL120,MANUFACTURING PRACTICES,4,2,0,4,P VMADHUSUDHAN RAO,308
491,E,MEL211,KINEMATICS & DYNAMICS OF MACHINES,4,3,0,2,JAYANTA KUMAR DUTT,107
492,E,MEL711,REFRIGERATION AND AIR CONDITIONING TECHNOLOHY,4,3,0,2,SANJEEV JAIN,30
493,E,MEL731,DESIGN OF MECHANISMS,4,3,0,2,SUBIR KUMAR SAHA,14
494,E,MEL420,TOTAL QUALITY MANAGEMENT,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,43
495,E,MEL807,COMPUTATIONAL HEAT TRANSFER,4,2,0,4,PRABAL TALUKDAR,14
496,E,MEL749,MECHATRONIC PRODUCT DESIGN,4,3,0,2,SUNIL JHA,29
497,F,MEL809,HEAT TRANSFER APPLICATIONS,3,1,0,4,S R KALE,9
498,F,MEP201,MECHANICAL ENGINEERING DRAWING,3,1,0,4,A K DARPE,115
499,F,MEL432,MICROPROCESSOR APPLICATIONS IN MANUFACTURING,4,3,0,2,I P SINGH,8
500,F,MEL233,MACHINING; MACHINE-TOOLS AND METROLOGY,4,3,0,2,P VENKATESWARA RAO,77
501,F,MEL331,MACHINE-TOOLS AND CNC MANUFACTURING,4,3,0,2,P M PANDEY,33
