S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
37,P,AMD814,MAJOR PROJECT PART-II,12,0,0,24,BADRI PRASAD PATEL,80
38,P,AMD813,MAJOR PROJECT PART-I,6,0,0,12,BADRI PRASAD PATEL,19
39,B,BEL722,GENOMICS AND PROTEOMICS,3,3,0,0,D SUNDAR,12
40,C,BEL301,BIOPROCESS ENGINEERING,3,3,0,0,VIKRAM SAHAI,30
41,C,BEL110,MOLECULAR CELL BIOLOGY,3,3,0,0,BISHWAJIT KUNDU,64
42,C,BEL701,BIOTECHNOLOGY RESOURCE PLANNING AND IPR ISSUES,2,2,0,0,SUBHASH CHAND,23
43,D,BEL417,BIOPHYSICS,3,3,0,0,SUNIL NATH,12
44,D,BEL413,MODELLING AND SIMULATION OF BIOPROCESSES,4,3,0,2,A K SRIVASTAVA,17
45,E,BEL101,BIOCHEMISTRY,5.5,3,1,3,PRASHANT MISHRA,32
46,E,BEL715,BIOLOGICAL WASTE TREATMENT,4,3,0,2,T RSREEKRISHNAN,27
47,E,BER350,PROFESSIONAL PRACTICES (BB),2,0,1,2,A K SRIVASTAVA,29
48,E,BEL850,ADVANCED BIOCHEMICAL ENGINEERING,5,3,0,4,ATUL NARANG,14
49,E,BEL403,ENZYME ENGINEERING AND TECHNOLOGY,4,3,0,2,SUBHASH CHAND,24
50,F,BEL103,GENERAL MICROBIOLOGY,4.5,3,0,3,D SUNDAR,36
51,F,BEL415,ADVANCED BIOPROCESS CONTROL,3,3,0,0,JAMES GOMES,4
52,F,BEL416,MEMBRANE APPLICATIONS IN BIOPROCESSING,3,3,0,0,G P AGARWAL,23
53,F,BEP303,DESIGN OF BIOPROCESSES,2.5,0,1,3,VIKRAM SAHAI,30
54,F,BEL830,MICROBIAL BIOCHEMISTRY,3,3,0,0,SAROJ MISHRA,12
55,H,BEL810,ENZYME AND MICROBIAL TECHNOLOGY,3,3,0,0,S N MUKHOPADHYAY,16
56,J,BEL714,PROTEIN SCIENCE AND ENGINEERING,3,3,0,0,SAROJ MISHRA,18
57,J,BEL820,DOWNSTREAM PROCESSING,3,3,0,0,G P AGARWAL,15
58,J,BML810,TISSUE ENGINERING,3,3,0,0,ALOK RANJAN RAY,80
59,N,BEN150,INTRO TOBO CHEM.&BO TECHNOLOHY,2,0,0,4,====,34
60,P,BEC450,COLLOQUIUM (BB),3,0,3,0,SUBHASH CHAND,25
61,P,BEP840,LAB TECH IN MICROBIAL BIOCHEMISTRY,2,0,0,4,PRASHANT MISHRA,13
62,P,BED800,MAJOR PROJECT,40,0,0,80,PRASHANT MISHRA,1
63,P,BED852,MAJOR PROJECT PART 2 (BB),14,0,0,28,PRASHANT MISHRA,70
64,P,BED854,MAJOR PROJECT PART 2 (BB),16,0,0,32,PRASHANT MISHRA,1
65,P,BET450,PRACTICAL TRAINING,0,0,0,0,G P AGARWAL,11
66,P,BED851,MAJOR PROJECT PART 1 (BB),6,0,0,12,PRASHANT MISHRA,22
67,P,BED853,MAJOR PROJECT PART 1 (BB),4,0,0,8,PRASHANT MISHRA,70
68,P,BES350,INDEPENDENT STUDY (BB),3,0,3,0,SUNIL NATH,8
69,A,CHL603,ADVANCED TRANSPORT PHENOMENA,3,3,0,0,SHANTANU ROY,31
70,B,CHL768,FUNDAMENTALS OF COMPUTATIONAL FLUID DYNAMICS,3,2,0,2,JAYTI SARKAR,37
71,B,CHL101,INTRO TO CHEM ENGG THERMODYNAMICS,3,2,1,0,ANUPAM SHUKLA,39
72,B,CHL103,CHEMICAL REACTOR ANALYSIS AND DESIGN,4,3,1,0,K DP NIGAM,36
73,B,CHL722,FUNDAMENTALS OF FUEL CELL TECHNOLOGY,4,3,0,2,SUDDHASTWA BASU,24
74,B,CHL111,MATERIAL & ENERGY BALANCE,4,2,2,0,ANIL KUMAR SAROHA,95
75,B,CHL133,POWDER PROCESSING AND TECHNOLOGY,4,3,1,0,B PITCHUMANI,88
76,C,CHL331,FLUID-PARTICLE MECHANICS,4,3,1,0,SUDIP KUMAR PATTANAYEK,70
77,C,CHL723,CHEMICAL REACTOR ENGG,3,3,0,0,D P RAO,33
78,D,CHL711,NUMERICAL METHODS IN CHEMICAL ENGINEERING,4,3,0,2,VIVEK VITTHAL BUWA,15
79,D,CHL743,PETROCHEMICAL TECHNOLOGY,3,3,0,0,SREEDEVI UPADHYAYULA,8
80,D,CHL701,PROCESS ENGG,4,3,0,2,RATAN MOHAN,41
81,D,CHL231,FLUID MECHANCS FOR CHEM ENGINEERS,4,3,1,0,S N SINGH,94
82,D,CHL296,NANO ENGG OF SOFT MATERIIALS,3,3,0,0,RAJESH KHANNA,76
83,E,CHL653,APPL OF PROGRAMMING IN CHEMICAL ENGINEERING,4,3,0,2,J K JAIN,80
84,E,CHP304,CHEMICAL ENGINEERING LABORATORY - I,1.5,0,0,3,RATAN MOHAN,30
85,E,CHL261,INSTRUMENTATION AND PROCESS CONTROL,4,3,1,0,SHAIK ABDUL MUNAWAR,75
86,E,CHL794,PETROLEUM REFINERY ENGG,4,3,0,2,V V KRISHNAN,69
87,F,CHL717,MECHANCIAL DESIGN PROCESS EQUIPMENT,4,3,0,2,O P AMAR,17
88,F,CHL793,MEMBRANE SCIENCE AND ENGINEERING,3,3,0,0,S K GUPTA,48
89,F,CHL710,PROCESS DYNAMICS AND CONTROL,5,3,1,2,D P RAO,70
90,F,CHL774,PROCESS OPTIMIZATION,4,3,0,2,ANUPAM SHUKLA,12
91,F,CHL251,HEAT AND MASS TRANSFER,4,3,1,0,A N BHASKARWAR,87
92,F,CHL221,CHEMICAL REACTION ENGINEERING II,4,3,1,0,KAMAL KISHORE PANT,76
93,F,CHP302,MASS TRANSFER AND FLUID PARTICLE MECHANICS LABORAT,1.5,0,0,3,SREEDEVI UPADHYAYULA,72
94,H,CHL763,COMPUTER PROCESS CONTROL,3,3,0,0,S MK RAHMAN,30
95,H,CHL761,CHEMICAL ENGG MATHEMATICS,3,3,0,0,RAJESH KHANNA,49
96,P,CHD780,MAJOR PROJECT PART-II,12,0,0,12,SUDDHASTWA BASU,80
97,P,CHD864,MAJOR PROJECT PART 2 (CC),16,0,0,32,ANUPAM SHUKLA,1
98,P,CHC410,COLLOQUIUM (CH),3,0,3,0,S K GUPTA,73
99,P,CHD852,MAJOR PROJECT PART 2 (CP),14,0,0,28,ANUPAM SHUKLA,70
100,P,CHD861,MAJOR PROJECT PART 1 (CC),6,0,0,12,ANUPAM SHUKLA,12
101,P,CHD895,MAJOR PROJECT,40,0,0,80,SUDDHASTWA BASU,4
102,P,CHD851,MAJOR PROJECT PART 1 (CP),6,0,0,12,ANUPAM SHUKLA,15
103,P,CHD412,MAJOR PROJECT PART 2 (CH),6,0,0,12,SREEDEVI UPADHYAYULA,1
104,P,CHD770,MAJOR PROJECT PART-I,6,0,0,12,SUDDHASTWA BASU,16
105,P,CHD411,MAJOR PROJECT PART 1 (CH),4,0,0,8,SREEDEVI UPADHYAYULA,44
106,P,CHD863,MAJOR PROJECT PART 1 (CC),4,0,0,8,ANUPAM SHUKLA,2
107,P,CHD853,MAJOR PROJECT PART 1 (CP),4,0,0,8,ANUPAM SHUKLA,2
108,P,CHT410,PRACTICAL TRAINING,0,0,0,0,V V KRISHNAN,66
109,P,CHD862,MAJOR PROJECT PART 2 (CC),14,0,0,28,ANUPAM SHUKLA,80
110,A,CYL677,SUPRAMOLECULAR CHEMISTRY,3,3,0,0,H M CHAWLA,34
111,A,CYL503,MAIN GROUP CHEMISTRY AND INORGANIC SOLIDS,3,3,0,0,ASHOK KUMAR GANGULI,39
112,B,CYL110,PHYSICAL CHEMISTRY-CONCEPTS AND APPLICATIONS,4,3,1,0,SIDDHARTH PANDEY,246
113,B,CYL501,MOLECULAR THERMODYNAMICS,3,3,0,0,B JAYARAM,39
114,B,CYL668,STATISTICAL MECHANICS & MOLECULAR SIMULATION METH,3,3,0,0,CHARUSITA CHAKRAVARTY,10
115,D,CYL502,STEREOCHEMISTRY AND ORGANIC REACTION MECHANISMS,3,3,0,0,NALIN PANT,40
116,D,CYL120,INORGANIC & ORGANIC CHEMISTRY-CONCEPTS & APPLNS,4,3,1,0,N GRAMESH,278
117,D,CYL721,"DESIGN SYNTHESIS, & CHARACTERIZATION OF ORGANIC",3,3,0,0,P S PANDEY,26
118,D,CYL230,POLYMER CHEMISTRY,3,2,1,0,S NAGENDRAN,59
119,D,CYL601,GROUP THEORY & SPECTROSCOPY,3,3,0,0,NARAYANAN KURUR,34
120,E,CYL725,MOLECULES TO MATERIALS,3,3,0,0,SAMEER SAPRA,24
121,E,CYL505,INSTRUMENTAL METHODS OF ANALYSIS,3,3,0,0,A K SINGH,48
122,E,CYL602,PERICYCLIC REACTIONS AND PHOTOCHEMISTRY,3,3,0,0,R N RAM,34
123,F,CYL686,INORGANIC POLYMERS,3,3,0,0,ANIL JACOB ELIAS,42
124,F,CYL504,BIOCHEMISTRY I,3,3,0,0,M N GUPTA,39
125,H,CYL603,BASIC ORGANOMETALLIC CHEMISTRY,3,3,0,0,D K BANDYOPADHYAY,34
126,J,CYL604,BIOCHEMISTRY III,3,3,0,0,SUNIL KUMAR KHARE,34
127,P,CYP501,PHYSICAL CHEMISTRY LABORATORY COURSE I,2,0,0,4,SAMEER SAPRA,39
128,P,CYP504,BIOCHEMISTRY LABORATORY COURSE I,2,0,0,4,M N GUPTA,39
129,P,CYP722,"LAB ON DESIGN,SYNTHESIS & CHARACTERIZATION OF ORG.",3,0,0,6,P S PANDEY,8
130,P,CYD801,MAJOR PROJECT PART-I,6,0,0,12,SIDDHARTH PANDEY,2
131,P,CYP502,ORGANIC CHEMISTRY LABORATORY COURSE I,2,0,0,4,NALIN PANT,39
132,P,CYP503,INORGANIC CHEMISTRY LABORATORY COURSE I,2,0,0,4,ASHOK KUMAR GANGULI,39
133,P,CYS800,INDEPENDENT STUDY,3,0,3,0,SIDDHARTH PANDEY,80
134,P,CYD660,PROJECT PART 1,3,0,0,6,SHASHANK DEEP,34
135,P,CYD799,MINOR PROJECT,3,0,0,6,SIDDHARTH PANDEY,2
136,Q,CYP100,CHEMISTRY LABORATORY,2,0,0,4,JAI DEO SINGH,363
137,A,CSL630,ADVANCED DATA STRUCTURES,4,3,0,2,S N MAHESHWARI,53
138,A,CSL102,INTRODUCTION TO COMPUTER SCIENCE,4,3,0,2,AMITABHA BAGCHI,119
139,A,CSL101,INTRO TO COMPUTERS AND PROGRAMMING,4,3,0,2,SAROJ KAUSHIK,264
140,B,CSL783,DIGITAL IMAGE ANALYSIS,4.5,3,0,3,PREM KUMAR KALRA,71
141,B,CSL719,SYNTHESIS OF DIGITAL SYSTEMS,4,3,0,2,PREETI RANJAN PANDA,19
142,B,CSL201,DATA STRUCTURES,5,3,0,4,SUBODH KUMAR,132
143,C,CSL665,INTRODUCTION TO LOGIC & FUNCTIONAL PROGRAMMING,4,3,0,2,S A KUMAR,39
144,D,CSL211,COMPUTER ARCHITECTURE,5,3,1,2,ANSHUL KUMAR,95
145,E,CSL771,DATABASE IMPLEMENTATIONS,4,3,0,2,S K GUPTA,51
146,E,CSL303,LOGIC FOR COMPUTER SCIENCE,4,3,0,2,SANJIVA PRASAD,35
147,F,CSL356,ANALYSIS AND DESIGN OF ALGORITHMS,4,3,1,0,SANDEEP SEN,45
148,F,CSL105,DISCRETE MATHEMATICAL STRUCTURES,4,3,1,0,NAVEEN GARG,91
149,H,CSL361,NUMERICAL AND SCIENTIFIC COMPUTING,5,3,1,2,S BANERJEE,10
150,H,CSL864,SPECIAL TOPICS IN ARTIFICIAL INTELLIGENCE,3,3,0,0,K K BISWAS,33
151,J,CSL633,RESOURCE MANAGEMENT IN COMPUTER SYSTEMS,4,3,0,2,HUZUR SARAN,2
152,J,CSL373,OPERATING SYSTEMS,5,3,0,4,HUZUR SARAN,49
153,J,CSL374,COMPUTER NETWORKS,4.5,3,0,3,B N JAIN,40
154,J,CSL672,COMPUTER NETWORKS,4,3,0,2,B N JAIN,12
155,K,CSL866,SPECIAL TOPICS IN ALGORITHMS,3,3,0,0,SORAV BANSAL,37
156,L,CSL865,SPECIAL TOPICS IN COMPUTER APPLICATIONS,3,3,0,0,AADITESHWAR SETH,32
157,M,CSL821,RECONFIGURABLE COMPUTING,3,3,0,0,KOLIN PAUL,1
158,N,CSN110,IINTRODUCTON TO COMP SC. & ENGINEERING,2,0,0,4,S A KUMAR,80
159,P,CSP301,DESIGN PRACTICES IN COMPUTER SCIENCE,3,0,1,4,PREETI RANJAN PANDA,71
160,P,CSP601,SOFTWARE SYSTEMS LAB,3,0,0,6,PREETI RANJAN PANDA,30
161,P,CSP745,DIGITAL SYSTEMS LAB,3,0,0,6,PREETI RANJAN PANDA,12
162,P,CSV888,SPECIAL MODULE IN DATABASE SYSTEMS,1,1,0,0,S K GUPTA,18
163,P,CSS310,INDEPENDENT STUDY (CS),3,0,3,0,VINAY JOSEPH RIBEIRO,2
164,P,CSS799,INDEPENDENT STUDY,3,0,3,0,NAVEEN GARG,1
165,P,CSD891,PROJECT PART - I,6,0,0,12,SANJIVA PRASAD,19
166,P,CSD745,MINOR PROJECT,4,0,1,6,SANJIVA PRASAD,2
167,P,CSD310,MINI PROJECT (CS),3,0,0,6,VINAY JOSEPH RIBEIRO,13
168,P,CSD411,MAJOR PROJECT PART 1 (CS),4,0,0,8,S K GUPTA,38
169,P,CSD750,MINOR PROJECT (CO),4,0,1,6,NAVEEN GARG,1
170,P,CSP315,EMBEDDED SYSTEM DESIGH LAB,4,0,1,6,M BALAKRISHNAN,11
171,P,CSD852,MAJOR PROJECT PART 2 (CO),14,0,0,28,NAVEEN GARG,80
172,P,CSD854,MAJOR PROJECT PART 2 (CO),16,0,0,32,NAVEEN GARG,80
173,P,CSD851,MAJOR PROJECT PART 1 (CO),6,0,0,12,NAVEEN GARG,18
174,P,CSD853,MAJOR PROJECT PART 1 (CO),4,0,0,8,NAVEEN GARG,3
175,P,CSD412,MAJOR PROJECT PART 2 (CS),8,0,0,16,S K GUPTA,1
176,P,CSC410,COLLOQUIUM (CS),3,0,3,0,S K GUPTA,55
177,P,CSD895,MAJOR PROJECT,40,0,0,80,SANJIVA PRASAD,6
178,A,CEL705,GEOENVIRONMENTAL ENGINEERING,3,3,0,0,VENKATA RAMANA GUNTURI,12
179,A,CEL717,ADVANCED STRUCTURAL ANALYSIS,3,3,0,0,T K DATTA,31
180,A,CEL735,HYDROLOGIC PROCESSES & MODELING,3,3,0,0,RAKESH KHOSA,10
181,A,CEL763,ENVIRONMENTAL ROCK ENGG,3,3,0,0,VENKATA RAMANA GUNTURI,13
182,A,CEL772,QUANTITATIVE METHODS IN CONSTRUCTION MANAGEMENT,3,2,1,0,K CHANDRASHEKHAR IYER,67
183,A,CEL793,AIR POLLUTION AND CONTROL,4,3,0,2,MUKESH KHARE,22
184,B,CEL795,WATER AND WASTE-WATER TREATMENT PROCESSES,3,3,0,0,ATUL KUMAR MITTAL,18
185,B,CEL771,CIVIL ENGG MATERIALS,3,3,0,0,SUPRATIC GUPTA,60
186,B,CEL754,GEOTECHNICAL PROCESSES IN ROCK ENGG,3,3,0,0,JAGDISH TELANGRAO SHAHU,5
187,B,CEL737,OPTIMISATION TECHNIQUES IN WATER RESOURCES,3,3,0,0,A KKESHARI,10
188,B,CEL734,MATHEMATICAL AND NUMERICAL METHODS,3,2,1,0,VASANT A MATSAGAR,15
189,B,CEL703,SITE INVESTIGATIONS AND GROUND IMPROVEMENT,3,3,0,0,JAGDISH TELANGRAO SHAHU,12
190,B,CEL241,TRANSPORTATION ENGINEERING I,4,3,0,2,GEETAM TEWARI,79
191,C,CEL271,ELEMENTS OF SURVEYING,3,2,0,2,GAZALA HABIB,81
192,C,CEL464,CONSTRUCTION CONTRACT AND ECONOMICS,3,2,1,0,K CHANDRASHEKHAR IYER,36
193,C,CEL707,SOIL DYNAMICS AND GEOTECHNICAL EARTHQUAKE ENGG,3,3,0,0,R AYOTHIRAMAN,34
194,C,CEL729,ADVANCED DESIGN OF BRIDGES,3,2,1,0,SUPRATIC GUPTA,19
195,C,CEL739,GROUNDWATER HYDROLOGY,3,3,0,0,BHAGU RAM CHAHAR,13
196,C,CEL753,STRUCTURAL GEOLOGY,3,2,0,2,K S RAO,6
197,C,CEL769,PROJECT PLANNING & CONTROL,3,2,1,0,KUMAR NEERAJ JHA,99
198,C,CEL781,URBAN & REGIONAL TRANSPORTATION PLANNING,3,2,0,0,S K DEB,36
199,C,CEL886,ENVIRONMENTAL SYSTEMS ANALYSIS,4,3,0,2,ARVIND KUMAR NEMA,18
200,D,CEL891,THERMAL TECHNICS FOR WASTE MANAGEMENT,3,3,0,0,BABU J ALAPPAT,13
201,D,CEL783,TRAFFIC ENGG,4,3,0,2,RAMACHANDRA RAO KALAGA,14
202,D,CEL773,MANAGEMENT OF QUALITY AND SAFETY IN CONSTRUCTION,3,2,1,0,VASANT A MATSAGAR,94
203,D,CEL745,WATER MANAGEMENT,3,3,0,0,A K GOSAIN,4
204,D,CEL741,SURFACE WATER QUALITY MODELING AND CONTROL,3,3,0,0,SHASHI MATHUR,12
205,D,CEL719,STRUCTURAL DYNAMICS,3,3,0,0,A K JAIN,35
206,D,CEL701,ENGINEERING BEHAVIOUR OF SOILS,3,3,0,0,K K GUPTA,12
207,D,CEL455,INTRODUCTION TO GEOGRAPHIC INFORMATION SYSTEMS,3,2,0,2,A K GOSAIN,25
208,D,CEL442,TRAFFIC AND TRANSPORTATION PLANNING,3,2,1,0,GEETAM TEWARI,93
209,D,CEL231,STRUCTURAL ANALYSIS I,5,3,1,2,ASHOK GUPTA,110
210,E,CEL321,GEOTECHNICAL ENGINEERING,5.5,3,1,3,JAGDISH TELANGRAO SHAHU,65
211,E,CEL411,INDUSTRIAL WASTE MANAGEMENT,3,3,0,0,BABU J ALAPPAT,71
212,E,CEL421,GROUND IMPROVEMENT,4,3,0,2,R AYOTHIRAMAN,11
213,E,CEL451,WATER POWER ENGINEERING,4,3,0,2,A KKESHARI,49
214,E,CEL733,FEM IN STRUCTURAL ENGINEERING,3,2,1,0,A K NAGPAL,24
215,E,CEL751,ENGINEERING PROPERTIES OF ROCKS & ROCK,3,3,0,0,K G SHARMA,6
216,E,CEL774,CONSTRUCTION ENGINEERING PRACTICES,3,3,0,0,B BHATTACHARJEE,48
217,E,CEL889,EMERGING TECHNOLOGIES FORENVIRONMENTAL MGMT,3,3,0,0,MUKESH KHARE,15
218,E,CEL840,STOCHASTIC HYDROLOGY,3,3,0,0,RAKESH KHOSA,9
219,E,CEL819,CONCRETE MECHANICS,3,3,0,0,G S BANIPAL,80
220,F,CEL899,ENVIRONMENTAL RISK ASSESSMENT,3,3,0,0,ARVIND KUMAR NEMA,64
221,F,CEL777,BUILDING SCIENCE,3,3,0,0,B BHATTACHARJEE,29
222,F,CEL721,DESIGN OF CONCRETE STRUCTURE,3,2,1,0,S N SINHA,21
223,F,CEL459,RIVER MECHANICS,3,2,0,2,DEO RAJ KAUSHAL,32
224,F,CEL422,ROCK ENGINEERING,3,3,0,0,K K GUPTA,11
225,F,CEL431,ADVANCED STRUCTURAL ANALYSIS,3,2,0,2,T K DATTA,7
226,F,CEL331,STRUCTURAL ANALYSIS II,5,3,1,2,SURESH BHALLA,75
227,F,CEL251,HYDROLOGY AND HYDRAULICS,6,3,1,4,SHASHI MATHUR,85
228,H,CEL433,ADVANCED STRUCTURAL DESIGN,4,3,0,2,ALOK MADAN,40
229,H,CEL610,FOUNDATION ENGINEERING,3,3,0,0,VENKATA RAMANA GUNTURI,32
230,H,CEL769,PROJECT PLANNING & CONTROL,3,2,1,0,ANIL SAWHNEY,99
231,J,CEL727,DESIGN OF INDUSTRIAL STRUCTURES,3,2,1,0,ALOK MADAN,70
232,K,CEL782,PAVEMENT MATERIALS AND CONSTRUCTION TECHNIQUES,3,2,0,2,RAMACHANDRA RAO KALAGA,7
233,K,CEP789,ENVIRONMENTAL CHEMISTRY AND MICROBIOLOGY,3,1,0,4,ATUL KUMAR MITTAL,14
234,L,CEL787,TRANSPORTATION SAFETY AND ENVIRONMENT,3,3,0,0,DINESH MOHAN,12
235,M,CEL788,PUBLIC TRANSPORTATION SYSTEMS,3,3,0,0,GEETAM TEWARI,21
236,M,CEC410,COLLOQUIUM (CE),3,0,3,0,S N SINHA,71
237,N,CEN110,INTRODUCTION TO CIVIL ENGINEERING,2,0,0,4,VENKATA RAMANA GUNTURI,90
238,P,CEN760,METRO PROFESSIONAL PRACTICES,2,0,2,0,KUMAR NEERAJ JHA,24
239,P,CES820,INDEPENDENT STUDY,3,0,3,0,G S BANIPAL,10
240,P,CES870,INDEPENDENT STUDY,3,0,3,0,VASANT A MATSAGAR,1
241,P,CET410,PRACTICAL TRAINING,0,0,0,0,BHAGU RAM CHAHAR,68
242,P,CED310,MINI PROJECT (CE),3,0,0,6,ARVIND KUMAR NEMA,9
243,P,CED411,MAJOR PROJECT PART 1 (CE),3,0,0,6,ARVIND KUMAR NEMA,69
244,P,CED412,MAJOR PROJECT PART 2 (CE),7,0,0,14,ARVIND KUMAR NEMA,6
245,P,CED701,MINOR PROJECT,3,0,0,6,R AYOTHIRAMAN,2
246,P,CED811,MAJOR PROJECT PART-I,6,0,0,12,JAGDISH TELANGRAO SHAHU,12
247,P,CED821,MAJOR PROJECT PART - I,6,0,0,12,G S BANIPAL,21
248,P,CED822,MAJOR PROJECT PART-II,12,0,0,24,G S BANIPAL,80
249,P,CED841,MAJOR PROJECT PART-I,6,0,0,12,RAKESH KHOSA,5
250,P,CED871,MAJOR PROJECT PART-I,6,0,0,12,VASANT A MATSAGAR,18
251,P,CED872,MAJOR PROJECT PART-II,12,0,0,24,VASANT A MATSAGAR,1
252,P,CED875,MAJOR PROJECT PART-I,6,0,0,12,KUMAR NEERAJ JHA,23
253,P,CED876,MAJOR PROJECT PART-II,12,0,0,24,KUMAR NEERAJ JHA,80
254,P,CED881,MAJOR PROJECT PART-I,6,0,0,12,GEETAM TEWARI,9
255,P,CED891,MAJOR PROJECT PART-I,6,0,0,12,BABU J ALAPPAT,16
256,R,CEP770,COMPUTATION LAB FOR CONSTRUCTION MANAGMENT,3,0,0,6,ANIL SAWHNEY,24
257,R,CEP740,SIMULATION LABORATORY,4,1,0,6,N K GARG,9
258,T,CEP751,ROCK MECHANICS LAB-I,3,0,0,6,K G SHARMA,6
259,X,CEL845,TRANSPORTATION & TRAFFIC INFRASTRUCTURE DESIGN,3,3,0,0,S K DEB,12
260,A,EEL101,FUNDAMENTALS OF ELECT ENGG,4,3,0,2,SUBRAT KAR,106
261,A,EEL601,COMPUTER ARCHITECTURE,3,3,0,0,SUMANTRA DUTTA ROY,34
262,A,EEL711,SIGNAL THEORY,3,3,0,0,RANJAN KUMAR MALLIK,49
263,A,EEL743,POWER ELECTRONIC DEVICES & DC CONVERTERS,3,3,0,0,J K CHATTERJEE,27
264,A,EEL791,POWER SYSTEM ANALYSIS,3,3,0,0,ABHIJIT RAMCHANDRA ABHYANKAR,24
265,A,EEL858,MOBILE COMPUTING,3,3,0,0,H M GUPTA,17
266,A,EEL861,SELECTED TOPICS IN COMMUN ENGG.-I,3,3,0,0,SURINDER PRASAD,8
267,A,EEL890,PHOTONIC SWITCHING AND NETWORKING,3,3,0,0,DEVI CHADHA,11
268,B,EEL879,SELECTED TOPICS IN ADV CONTROL & SYSTEM THEORY-II,3,3,0,0,MASHUQ-UN-NABI,13
269,B,EEL744,AC CONTROLLERS,3,3,0,0,BHIM SINGH,25
270,B,EEL721,LINEAR SYSTEM THEORY,3,3,0,0,S JANARDHANAN,17
271,B,EEL732,MICROELECTRONICS,3,3,0,0,M JAGADESH KUMAR,17
272,B,EEL473,COMPUTER COMMUNICATION,3,3,0,0,SWADES KUMAR DE,80
273,B,EEL456,POWER ENGINEERING - II,4,3,0,2,BIJAYA KETAN PANIGRAHI,11
274,B,EEL702,SYSTEM SOFTWARE,4,3,0,2,M HANMANDLU,42
275,B,EEL705,EMBEDDED SYSTEMS AND APPLICATIONS,3,3,0,0,S MK RAHMAN,16
276,B,EEL218,PHYSICAL ELECTRONICS,3,3,0,0,M JAGADESH KUMAR,11
277,C,EEL339,POWER CONDITIONING,3,3,0,0,J K CHATTERJEE,1
278,C,EEL358,OPERATING SYSTEMS,3,3,0,0,SANTANU CHAUDHURY,54
279,C,EEL102,PRINCIPLES OF ELECT ENGG,4,3,0,2,MADAN GOPAL,126
280,D,EEL202,CIRCUIT THEORY,4,3,1,0,INDRA NARAYAN KAR,95
281,D,EEL207,ENGINEERING ELECTROMAGNETICS,4,3,1,0,MAHESH P ABEGAONKAR,59
282,D,EEL305,ELECTRIC DRIVES,4,3,1,0,G BHUVANESWARI,23
283,D,EEL713,MICROWAVE THEORY AND CIRCUITS,3,3,0,0,ANANJAN BASU,16
284,D,EEL786,MIXED SIGNAL CIRCUIT DESIGN,3,3,0,0,G S VISWESWARAN,20
285,D,EEL862,SELECTED TOPICS IN COMMUNICATION ENGINEERING-II,3,3,0,0,S D JOSHI,14
286,D,EEP306,COMMUNICATION ENGINEERING LABORATORY,1.5,0,0,3,H M GUPTA,55
287,D,EEP719,COMMUNICATION LAB II,2,0,0,4,S K KAUL,11
288,E,EEP209,POWER ELECTRONICS LABORATORY,1.5,0,0,3,MUMMADI VEERACHARY,19
289,E,EEP201,DIGITAL ELECTRONICS LABORATORY,1.5,0,0,3,SHOURIBRATA CHATTERJEE,214
290,E,EEL793,POWER SYSTEMS TRANSIENTS,3,3,0,0,BIJAYA KETAN PANIGRAHI,23
291,E,EEL823,DISCRETE TIME SYSTEMS,3,3,0,0,RKP BHATT,10
292,E,EEL754,COMPUTER GRAPHICS,4,3,0,2,SANTANU CHAUDHURY,15
293,E,EEL734,MOS VLSI,3,3,0,0,BASABI BHAUMIK,23
294,E,EEL710,CODING THEORY,3,3,0,0,RANJAN BOSE,65
295,E,EEL319,DIGITAL SIGNAL PROCESSING,4,3,0,2,R K PATNEY,76
296,E,EEL331,ELECTROMAGNETICS AND ADVANCED ELECTROMECHANICS,3,3,0,0,S S MURTHY,80
297,F,EEL303,POWER ENGINEERING - I,4,3,1,0,NILANJAN SENROY,87
298,F,EEL736,BIOMEDICAL ELECTRONICS,3,3,0,0,S MK RAHMAN,72
299,F,EEL741,MODELLING & ANALYSIS OF ELECTRICAL MACHINES,3,3,0,0,S S MURTHY,29
300,F,EEL769,DIGITAL COMMUNICATION AND INFORMATION SYSTEMS,3,3,0,0,VINOD CHANDRA,24
301,F,EEP203,ELECTROMECHANICS LABORATORY,1.5,0,0,3,S S MURTHY,85
302,F,EEP301,CONTROL ENGINEERING LABORATORY,1.5,0,0,3,S JANARDHANAN,75
303,F,EEL881,ISSUES IN DEEP SUBMICRO CMOS IC DESIGN,3,3,0,0,G S VISWESWARAN,12
304,H,EEL806,COMPUTER VISION,4,3,0,2,SUMANTRA DUTTA ROY,25
305,H,EEL794,HIGH VOLTAGE DC TRANSMISSION,3,3,0,0,SUKUMAR MISHRA,54
306,H,EEL789,OPTOELECTRONIC INSTRUMENTATION,3,3,0,0,SNEH ANAND,12
307,H,EEL706,SOFT COMPUTING,3,3,0,0,M HANMANDLU,16
308,H,EEL452,HVDC TRANSMISSION,3,3,0,0,SUKUMAR MISHRA,6
309,J,EEL731,DIGITAL SIGNAL PROCESSING-I,3,3,0,0,S C DUTTAROY,44
310,J,EEL792,POWER SYSTEM PROTECTION,3,3,0,0,MOHAN LAL KOTHARI,47
311,J,EEL781,NEURAL NETWORKS,3,3,0,0,JAYADEVA,16
312,J,EEL742,PHYSICAL PHENOMENON & DESIGN CONCEPTS IN MACHINES,3,3,0,0,BHIM SINGH,29
313,K,EEL201,DIGITAL ELECTRONICS,4,3,1,0,SHOURIBRATA CHATTERJEE,243
