153,H,CEL774,CONSTRUCTION ENGINEERING PRACTICES,3.0,3,0,0,SUPRATIC GUPTA,90
154,M,CEL781,URBAN & REGIONAL TRANSPORTATION PLANNING,3.0,2,0,2,GEETAM TEWARI,56
155,C,CEL782,PAVEMENT MATERIALS AND CONSTRUCTION TECHNIQUES,3.0,2,0,2,Aravind Krishna Swamy ,26
156,D,CEL783,TRAFFIC ENGG,4.0,3,0,2,RAMACHAND RA KALAGA,26
157,L,CEL787,TRANSPORTATION SAFETY AND ENVIRONMENT,3.0,3,0,0,DINESH MOHAN,14
158,K,CEL788,PUBLIC TRANSPORTATION SYSTEMS,3.0,3,0,0,GEETAM TEWARI,17
159,A,CEL789,TRANSPORTATION SYSTEMS MANAGEMENT,3.0,3,0,0,GEETAM TEWARI,12
160,A,CEL793,AIR POLLUTION AND CONTROL,4.0,3,0,2,MUKESH KHARE,25
161,D,CEL795,WATER AND WASTE- WATER TREATMENT PROCESSES,3.0,3,0,0,ARUN KUMAR,27
162,D,CEL801,ADVANCED ROCK MECHANICS,3.0,3,0,0,TANUSREE CHAKRABORTY,17
163,B,CEL817,STRUCTURAL SAFETY & RELIABILITY,3.0,3,0,0,T K DATTA,20
164,D,CEL840,STOCHASTIC HYDROLOGY,3.0,3,0,0,RAKESH KHOSA,24
165,C,CEL866,Infrastructure Development and Management,3.0,3,0,0,K CHANDRASHE KHAR IYER,24
166,C,CEL886,ENVIRONMENTAL SYSTEMS ANALYSIS,4.0,3,0,2,ARVIND NEMA,26
167,B,CEL889,EMERGING TECHNOLOGIES FORENVIRONMENTAL MGMT,3.0,3,0,0,BABU J ALAPPAT,50
168,F,CEL899,ENVIRONMENTAL RISK ASSESSMENT,3.0,3,0,0,ARUN KUMAR,37
169,NM,CEN110,INTRODUCTION TO CIVIL ENGINEERING,2.0,0,0,4,VASANT MATSAGAR,8
170,P,CEN760,METRO PROFESSIONAL PRACTICES,2.0,0,2,0,KUMAR JHA,24
171,T,CEP701,SOIL ENGINEERING LABORATORY,3.0,0,0,6,BAPPADITYA MANNA,23
172,P,CEP726,STRUCTURAL ENGG LAB,3.0,0,0,6,SUPRATIC GUPTA,31
173,P,CEP740,SIMULATION LABORATORY,4.0,1,0,6,N K GARG,30
174,P,CEP751,ROCK MECHANICS LAB-I,3.0,0,0,6,K S RAO,22
175,K,CEP789,ENVIRONMENTAL CHEMISTRY AND MICROBIOLOGY,3.0,1,0,4,ATUL MITTAL,22
176,P,CES810,INDEPENDENT STUDY,3.0,0,3,0,R AYOTHIRAMA N,0
177,P,CES820,INDEPENDENT STUDY,3.0,0,3,0,VASANT MATSAGAR,0
178,P,CES870,INDEPENDENT STUDY,3.0,0,3,0,VASANT MATSAGAR,1
179,P,CET410,PRACTICAL TRAINING,0.0,0,0,0,BABU J ALAPPAT,106
180,P,CHC410,COLLOQUIUM (CH),3.0,0,3,0,S K GUPTA,122
181,P,CHD411,MAJOR PROJECT PART 1 (CH),4.0,0,0,8,SHAIK MUNAWAR,71
182,P,CHD412,MAJOR PROJECT PART 2 (CH),6.0,0,0,12,SHAIK MUNAWAR,0
183,P,CHD771,MINOR PROJECT,4.0,0,0,8,JAYATI SARKAR,1
184,P,CHD781,Major Project Part 1 (CHC),6.0,0,0,12,SUDIP PATTANAYEK,31
185,P,CHD782,MAJOR PROJECT PART-II,12.0,0,0,24,SUDIP PATTANAYEK,3
186,P,CHD851,MAJOR PROJECT PART 1 (CP),6.0,0,0,12,JAYATI SARKAR,0
187,P,CHD853,MAJOR PROJECT PART 1 (CP),4.0,0,0,8,JAYATI SARKAR,0
188,P,CHD854,MAJOR PROJECT PART 2 (CP),16.0,0,0,32,JAYATI SARKAR,0
189,P,CHD861,MAJOR PROJECT PART 1 (CC),6.0,0,0,12,JAYATI SARKAR,0
190,P,CHD863,MAJOR PROJECT PART 1 (CC),4.0,0,0,8,JAYATI SARKAR,0
191,P,CHD871,Major Project Part 1 (CM),6.0,0,0,12,JAYATI SARKAR,34
192,P,CHD873,Major Project Part 1 (CM),4.0,0,0,8,JAYATI SARKAR,8
193,P,CHD895,MAJOR PROJECT,40.0,0,0,80,VIVEK BUWA,2
194,B,CHL101,INTRO TO CHEM ENGG THERMODYNAMICS,3.0,2,1,0,A K GUPTA,39
195,B,CHL103,CHEMICAL REACTOR ANALYSIS AND DESIGN,4.0,3,1,0,K DP NIGAM,45
196,B,CHL111,MATERIAL & ENERGY BALANCE,4.0,2,2,0,ANIL SAROHA,140
197,C,CHL121,CHEM ENGG THERMODYNAMICS,4.0,3,1,0,SANAT MOHANTY,134
198,B,CHL133,POWDER PROCESSING AND TECHNOLOGY,4.0,3,1,0,B PITCHUMANI,103
199,SS1,CHL202,PROCESS SYSTEMS ANALYSIS AND CONTROL,4.0,3,1,0,JAMES GOMES,1
200,D,CHL203,TRANSPORT PPROCESSES I,4.0,3,1,0,ANURAG RATHORE,37
201,F,CHL221,CHEMICAL REACTION ENGINEERING II,4.0,3,1,0,KAMAL PANT,121
202,D,CHL231,FLUID MECHANICS FOR CHEMICAL  ENGINEERS,4.0,3,1,0,PARESH CHOKSHI,129
203,F,CHL251,HEAT AND MASS TRANSFER,4.0,3,1,0,A N BHASKARWAR,127
204,E,CHL261,INSTRUMENTATION AND PROCESS CONTROL,4.0,3,1,0,SHAIK MUNAWAR,128
205,C,CHL331,FLUID-PARTICLE MECHANICS,4.0,3,1,0,SUDIP PATTANAYEK,123
206,C,CHL603,ADVANCED TRANSPORT PHENOMENA,3.0,3,0,0,VIVEK BUWA,67
207,D,CHL701,PROCESS ENGG,4.0,3,0,2,SHALINI GUPTA,85
208,E,CHL705,ELECTRO KINETIC TRANSPORT PHENOMENA,4.0,3,0,2,ANUPAM SHUKLA,15
209,B,CHL722,FUNDAMENTALS OF FUEL CELL TECHNOLOGY,4.0,3,0,2,SUDDHASTWA BASU,58
210,A,CHL723,CHEMICAL REACTOR ENGG,3.0,3,0,0,SHANTANU ROY,71
211,H,CHL751,MULTICOMPONENT MASS TRANSFER,3.0,3,0,0,RAJESH KHANNA,125
212,H,CHL761,CHEMICAL ENGG MATHEMATICS,3.0,3,0,0,GAURAV GOEL,19
213,F,CHL768,FUNDAMENTALS OF COMPUTATIONAL FLUID DYNAMICS,3.0,2,0,2,JAYATI SARKAR,32
214,E,CHL793,MEMBRANE SCIENCE AND ENGINEERING,3.0,3,0,0,S K GUPTA,68
215,E,CHL794,PETROLEUM REFINERY ENGG,4.0,3,0,2,SREEDEVI UPADHYAYUL A,107
216,NP,CHN110,INTRO TO CHEMICAL ENGINEERING,2.0,0,0,4,A K GUPTA,0
217,F,CHP302,MASS TRANSFER AND FLUID PARTICLE MECHANICS LABORAT,1.5,0,0,3,GAURAV GOEL,111
218,E,CHP304,CHEMICAL ENGINEERING LABORATORY - I,1.5,0,0,3,VIVEK BUWA,47
219,P,CHT410,PRACTICAL TRAINING,0.0,0,0,0,ANURAG RATHORE,119
220,P,CRD811,MAJOR PROJECT PART-I,6.0,0,0,12,ANANJAN BASU,31
221,P,CRD812,MAJOR PROJECT PART 2,12.0,0,0,24,ANANJAN BASU,1
222,B,CRL704,SENSOR ARRAY SIGNAL PROCESSING,3.0,3,0,0,ARUN KUMAR,10
223,J,CRL707,HUMAN & MACHINE SPEECH COMMUNICATION,3.0,3,0,0,ARUN KUMAR,7
224,A,CRL711,CAD OF RF AND MICROWAVE DEVICES,4.0,3,0,2,S K KOUL,41
225,H,CRL713,FUNDAMENTAL OF RF ELECTRONICS,3.0,2,0,2,B S PANWAR,33
226,F,CRL715,RADIATING SYSTEM FOR RF COMMUNICATION,3.0,3,0,0,MAHESH ABEGAONKAR,32
227,J,CRL722,RF AND MICROWAVE SOLID STATE DEVICES,3.0,3,0,0,SUDHIR CHANDRA,83
228,J,CRL731,SELECTED TOPICS IN RFDT-I,3.0,3,0,0,RAJENDRA BAHL,5
229,C,CRL732,SELECTED TOPICS IN RFDT-II,3.0,3,0,0,RAJENDRA BAHL,7
230,A,CRL733,SELECTED TOPICS IN RFDT-III,3.0,3,0,0,ANANJAN BASU,14
231,P,CRP723,FABRICATION TECHNIQUES FOR RF
& MICROWAVE DEVICES,3.0,1,0,4,SUDHIR CHANDRA,33
232,P,CSC410,COLLOQUIUM (CS),3.0,0,3,0,SANJIVA PRASAD,97
233,P,CSD310,MINI PROJECT (CS),3.0,0,0,6,VINAY RIBEIRO,17
234,P,CSD411,MAJOR PROJECT PART 1 (CS),4.0,0,0,8,SMRUTI RANJAN SARANGI ,62
235,P,CSD412,MAJOR PROJECT PART 2 (CS),8.0,0,0,16,SMRUTI RANJAN SARANGI ,3
236,P,CSD745,MINOR PROJECT,4.0,0,1,6,AMIT KUMAR,4
237,P,CSD750,MINOR PROJECT (CO),4.0,0,1,6,RAGESH JAISWAL,10
238,P,CSD851,MAJOR PROJECT PART 1 (CO),6.0,0,0,12,RAGESH JAISWAL,14
239,P,CSD852,MAJOR PROJECT PART 2 (CO),14.0,0,0,28,RAGESH JAISWAL,2
240,P,CSD853,MAJOR PROJECT PART 1 (CO),4.0,0,0,8,RAGESH JAISWAL,17
241,P,CSD854,MAJOR PROJECT PART 2 (CO),16.0,0,0,32,RAGESH JAISWAL,0
242,P,CSD893,MAJOR PROJECT PART - I,6.0,0,0,12,RAGESH JAISWAL,55
243,P,CSD894,MAJOR PROJECT PART-II,12.0,0,0,24,RAGESH JAISWAL,1
244,P,CSD895,MAJOR PROJECT,40.0,0,0,80,RAGESH JAISWAL,6
245,BM,CSL100,INTRODUCTION TO COMPUTER SCIENCE,4.0,3,0,2,S BANERJEE,227
246,BP,CSL100,INTRODUCTION TO COMPUTER SCIENCE,4.0,3,0,2,S ARUN- KUMAR,221
247,AP,CSL101,INTRO TO COMPUTERS AND PROGRAMMING,4.0,3,0,2,S BANERJEE,2
248,AM,CSL102,INTRODUCTION TO COMPUTER SCIENCE,4.0,3,0,2,S ARUN- KUMAR,4
249,F,CSL105,DISCRETE MATHEMATICAL STRUCTURES,4.0,3,1,0,RAGESH JAISWAL,122
250,B,CSL201,DATA STRUCTURES,5.0,3,0,4,K K BISWAS,307
251,D,CSL211,COMPUTER ARCHITECTURE,5.0,3,1,2,SMRUTI RANJAN SARANGI ,146
252,E,CSL303,LOGIC FOR COMPUTER SCIENCE,4.0,3,0,2,SANJIVA PRASAD,27
253,B,CSL341,FUNDAMENTALS OF MACHINE LEARNING,4.0,3,0,2,PARAG SINGLA,78
254,F,CSL356,ANALYSIS AND DESIGN OF ALGORITHMS,4.0,3,1,0,SANDEEP SEN,145
255,D,CSL374,COMPUTER NETWORKS,4.5,3,0,3,HUZUR SARAN,88
256,A,CSL630,ADVANCED DATA STRUCTURES,4.0,3,0,2,NAVEEN GARG,75
257,D,CSL672,COMPUTER NETWORKS,4.0,3,0,2,HUZUR SARAN,9
258,F,CSL719,SYNTHESIS OF DIGITAL SYSTEMS,4.0,3,0,2,ANSHUL KUMAR,59
259,H,CSL728,COMPILER DESIGN,4.5,3,0,3,PREETI PANDA,42
260,L,CSL740,SOFTWARE ENGINEERING,4.0,3,0,2,VINAY RIBEIRO,103
261,SS1,CSL758,ADVANCE ALGORITHMS,4.0,3,1,0,NAVEEN GARG,1
262,C,CSL765,INTRODUCTION TO LOGIC AND FUNCTIONAL PROGRAMMING,4.0,3,0,2,SAROJ KAUSHIK,74
263,K,CSL781,COMPUTER GRAPHICS,4.5,3,0,3,SUBODH KUMAR,32
264,D,CSL783,DIGITAL IMAGE ANALYSIS,4.5,3,0,3,PREM KALRA,87
265,K,CSL838,WIRELESS NETWORKS,3.0,3,0,0,VINAY RIBEIRO,30
266,H,CSL851,ALGORITHMIC GRAPH THEORY,3.0,3,0,0,NAVEEN GARG,27
267,M,CSL862,SPECIAL TOPICS IN SOFTWARE SYSTEMS,3.0,3,0,0,SORAV BANSAL,30
268,C,CSL863,SPECIAL TOPICS IN THEORETICAL COMPUTER SCIENCE,3.0,3,0,0,S N MAHESHWARI,5
269,B,CSL865,SPECIAL TOPICS IN COMPUTER APPLICATIONS,3.0,3,0,0,PARAG SINGLA,23
270,B,CSL868,SPECIAL TOPICS IN DATA BASE SYSTEMS,3.0,3,0,0,MAYA RAMANATH ,6
271,P,CSP301,DESIGN PRACTICES IN COMPUTER SCIENCE,3.0,0,1,4,SUBODH KUMAR,107
272,P,CSP315,EMBEDDED SYSTEM DESIGH LAB,4.0,0,1,6,M BALAKRISHNA N,42
273,P,CSP701,Software Systems Laboratory,3.0,0,0,6,ANSHUL KUMAR,68
