S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
108,E,CYL695,APPLIED BIOCATALYSIS,3,3,0,0,M N GUPTA,10
109,F,CYL561,QUANTUM CHEMISTRY,3,3,0,0,CHARUSITA CHAKRAVARTY,60
110,F,CYL685,APPLIED ORGANOMETALLIC CHEMISTRY,3,3,0,0,ANIL JACOB ELIAS,38
111,H,CYL669,BIOPHYSICAL CHEMISTRY I,3,3,0,0,PRAMIT KUMAR CHOWDHURY,6
112,H,CYL565,CHEMICAL DYNAMICS & SURFACE CHEMISTRY,3,3,0,0,SHASHANK DEEP,45
113,P,CYP562,ORGANIC CHEMISTRY LAB COURSE II,2,0,0,4,NALIN PANT,45
114,P,CYD670,PROJECT PART II,8,0,0,16,V HARIDAS,35
115,P,CYP561,PHYSICAL CHEMISTRY LAB COURSE II,2,0,0,4,SHASHANK DEEP,45
116,P,CYP728,INORGANIC SYSNTHESIS AND ANALYSIS LAB,2,0,0,4,JAI DEO SINGH,7
117,P,CYP563,INORGANIC CHEMISTRY LAB COURSE II,2,0,0,4,ASHOK KUMAR GANGULI,45
118,P,CYP564,BIOCHEMISTRY LAB COURSE II,2,0,0,4,M N GUPTA,45
119,P,CYD804,MAJOR PROJECT II,10,0,0,28,SIDDHARTH PANDEY,1
120,Q,CYP100,CHEMISTRY LABORATORY,2,0,0,4,JAI DEO SINGH,426
121,Z,CYD802,MAJOR PROJECT PART-II,12,0,0,24,SIDDHARTH PANDEY,7
122,A,CSL101,INTRO TO COMPUTERS AND PROGRAMMING,4,3,0,2,K K BISWAS,371
123,A,CSL102,INTRODUCTION TO COMPUTER SCIENCE,4,3,0,2,AMITABHA BAGCHI,91
124,B,CSL718,ARCH OF LARGE SYSTEMS,4,3,0,2,ANSHUL KUMAR,49
125,B,CSL361,NUMERICAL AND SCIENTIFIC COMPUTING,5,3,1,2,AMIT KUMAR,48
126,C,CSL632,INTRODUCTION TO DATA BASESYSTEMS,4,3,0,2,S K GUPTA,4
127,C,CSL316,DIGITAL HARDWARE DESIGN,5,3,0,4,M BALAKRISHNAN,75
128,C,CSL332,INTRODUCTION TO DATABASE SYSTEMS,4.5,3,0,3,S K GUPTA,82
129,D,CSL858,ADVANCED COMPUTER NETWORKS,4,3,0,2,AADITESHWAR SETH,16
130,D,CSL866,SPECIAL TOPICS IN ALGORITHMS,3,3,0,0,RAGESH JAISWAL,29
131,E,CSL840,COMPUTER VISION,4,3,0,2,S BANERJEE,13
132,E,CSL758,ADVANCE ALGORITHMS,4,3,1,0,S N MAHESHWARI,46
133,E,CSL201,DATA STRUCTURES,5,3,0,4,NAVEEN GARG,164
134,F,CSL633,RESOURCE MANAGEMENT IN COMPUTER SYSTEMS,4,3,0,2,SORAV BANSAL,4
135,F,CSL373,OPERATING SYSTEMS,5,3,0,4,SORAV BANSAL,78
136,H,CSL302,PROGRAMMING LANGUAGES,5,3,0,4,SANJIVA PRASAD,125
137,H,CSL838,WIRELESS NETWORKS,3,3,0,0,VINAY JOSEPH RIBEIRO,23
138,J,CSL812,HIGH LEVEL DESIGN & MODELING,3,3,0,0,PREETI RANJAN PANDA,12
139,J,CSL705,THEORY OF COMPUTATION,4,3,1,0,SANDEEP SEN,27
140,K,CSL671,ARTIFICIAL INTELLIGENCE,4,3,0,2,SAROJ KAUSHIK,8
141,K,CSL333,ARTIFICIAL INTELLIGENCE,4,3,0,2,SAROJ KAUSHIK,91
142,L,CSL781,COMPUTER GRAPHICS,4.5,3,0,3,PREM KUMAR KALRA,23
143,M,CSL730,MODERN PARALLEL PROGRAMMING,4,3,0,2,SUBODH KUMAR,26
144,N,CSL861,SPECIAL TOPICS IN HARDWARE SYSTEMS,3,3,0,0,ARUN KUMAR SOMANI,17
145,P,CSS310,INDEPENDENT STUDY (CS),3,0,3,0,VINAY JOSEPH RIBEIRO,9
146,P,CSS799,INDEPENDENT STUDY,3,0,3,0,PREETI RANJAN PANDA,6
147,P,CSV888,SPECIAL MODULE IN DATABASE SYSTEMS,1,1,0,0,HUZUR SARAN,9
148,P,CST410,PRACTICAL TRAINING,0,0,0,0,SAROJ KAUSHIK,0
149,P,CSV886,SPL MODULE IIN ALGORITHMS,1,1,0,0,SANJIVA PRASAD,30
150,P,CSD745,MINOR PROJECT,4,0,1,6,SANJIVA PRASAD,41
151,P,CSD852,MAJOR PROJECT PART 2 (CO),14,0,0,28,PREETI RANJAN PANDA,14
152,P,CSD310,MINI PROJECT (CS),3,0,0,6,VINAY JOSEPH RIBEIRO,9
153,P,CSD411,MAJOR PROJECT PART 1 (CS),4,0,0,8,S K GUPTA,4
154,P,CSD750,MINOR PROJECT (CO),4,0,1,6,PREETI RANJAN PANDA,18
155,P,CSL630,ADVANCED DATA STRUCTURES,4,3,0,2,B CHANDRA,1
156,P,CSD412,MAJOR PROJECT PART 2 (CS),8,0,0,16,S K GUPTA,34
157,P,CSD851,MAJOR PROJECT PART 1 (CO),6,0,0,12,PREETI RANJAN PANDA,3
158,P,CSD853,MAJOR PROJECT PART 1 (CO),4,0,0,8,PREETI RANJAN PANDA,2
159,P,CSD854,MAJOR PROJECT PART 2 (CO),16,0,0,32,PREETI RANJAN PANDA,4
160,P,CSD893,MAJOR PROJECT PART - I,6,0,0,12,SANJIVA PRASAD,2
161,P,CSD894,MAJOR PROJECT PART-II,12,0,0,24,SANJIVA PRASAD,28
162,P,CSD895,MAJOR PROJECT,40,0,0,80,SANJIVA PRASAD,6
163,A,CEL708,EARTH PRESSURES AND RETAINING STRUCTURES,3,3,0,0,R AYOTHIRAMAN,19
164,A,CEL749,WATER RESOURCES SYSTEMS,3,3,0,0,RAKESH KHOSA,13
165,A,CEL756,EXCAVATION METHODS AND MACHINERY,3,3,0,0,K S RAO,19
166,A,CEL768,RECENT ADVANCES IN CONSTRUCTION MATERIALS,3,3,0,0,SHASHANK BISHNOI,8
167,A,CEL786,GEOMETRIC DESIGN OF STREETS & HIGHWAYS,3,2,0,2,GEETAM TEWARI,12
168,A,CEL818,DESIGN OF PLATES & SHELLS,3,2,1,0,G S BANIPAL,0
169,A,CEL832,DESIGN OF TALL BUILDINGS,3,2,1,0,A K NAGPAL,32
170,B,CEL828,WIND RESISTANT DESIGN OF STRUCTURES,3,3,0,0,T K DATTA,14
171,B,CEL794,SOLID AND HAZARDOUS WASTE MANAGEMENT,3,3,0,0,BABU J ALAPPAT,40
172,B,CEL784,DESIGN & MAINTENANCE OF PAVEMENTS,4,3,0,2,RAMACHANDRA RAO KALAGA,11
173,B,CEL767,CONSTRUCTION AND CONTRACT MANAGEMENT,3,3,0,0,K CHANDRASHEKHAR IYER,72
174,B,CEL752,SLOPES AND FOUNDATIONS,3,3,0,0,B MUNWAR BASHA,18
175,B,CEL222,ENGG GEOLOGY & SOIL MECHANICS,5.5,3,1,3,K K GUPTA,89
176,B,CEL704,SHALLOW AND DEEP FOUNDATIONS,3,3,0,0,VENKATA RAMANA GUNTURI,17
177,C,CEL746,HYDROELECTRIC ENGG,3,3,0,0,RAKESH KHOSA,11
178,C,CEL760,FINITE ELEMENT METHOD IN GEOTECHNICAL ENGG,3,3,0,0,K G SHARMA,34
179,C,CEL724,EARTHQUAKE ANALYSIS AND DESIGN,3,3,0,0,ASHOK GUPTA,39
180,C,CEL776,FUNCTIONAL PLANN BLDG SERV.& MAINT MANAGEMENT,3,3,0,0,B BHATTACHARJEE,36
181,C,CEL785,ADVANCED TRANSPORTAION MODELLING,3,2,0,2,S K DEB,14
182,C,CEL892,AIR QUALITY MODELLING,3,3,0,0,MUKESH KHARE,5
183,C,CEP200,DESIGN CONCEPTS IN CIVIL ENGG,2,0,0,4,MUKESH KHARE,89
184,D,CEL778,CONSTRUCTION METHODS AND EQUIPMENT,3,3,0,0,A K JAIN,60
185,D,CEL796,ADVANCED WASTE WATER TREATMENT,3,3,0,0,ATUL KUMAR MITTAL,57
186,D,CEL843,TRAFFIC ENGINEERING & SIMULATION,3,2,0,2,RAMACHANDRA RAO KALAGA,15
187,D,CEL738,ADVANCED HYDRAULICS,3,3,0,0,SHASHI MATHUR,9
188,D,CEL706,GEOSYNTHETICS,3,3,0,0,JAGDISH TELANGRAO SHAHU,17
189,D,CEL722,SOLID MECHANICS IN STRUCTURAL ENGG,3,3,0,0,G S BANIPAL,34
190,D,CEL758,ANALYSIS AND DESIGN OF UNDER GROUND STRUCTURES,3,3,0,0,K G SHARMA,18
191,D,CEL341,TRANSPORTATION ENGINEERING II,4,3,1,0,S K DEB,37
192,D,CEL351,DESIGN OF HYDRAULIC STRUCTURES,3,2,0,2,BHAGU RAM CHAHAR,86
193,E,CEL362,CONSTRUCTION MANAGEMENT,4,3,1,0,J UMA MAHESWARI,82
194,E,CEL212,ENVIRONMENTAL ENGINEERING,4,3,0,4,ARUN KUMAR,86
195,E,CEL311,ADVANCED WATER AND WASTEWATER ENGINEERING,4,3,0,2,GAZALA HABIB,22
196,E,CEL702,SLOPE STABILIGY AND EARTH DAMS,3,3,0,0,BAPPADITYA MANNA,20
197,E,CEL431,ADVANCED STRUCTURAL ANALYSIS,3,2,0,2,T K DATTA,0
198,E,CEL120,POLLUTION PREVENTION AND CONTROL,3,3,0,0,MUKESH KHARE,89
199,E,CEL140,ENVIRONMENTAL STUDIES,3,3,0,0,ARVIND KUMAR NEMA,147
200,E,CEL718,DESIGN OF STEEL STRUCTURES,3,2,1,0,VASANT A MATSAGAR,21
201,E,CEL741,SURFACE WATER QUALITY MODELING AND CONTROL,3,3,0,0,SHASHI MATHUR,12
202,E,CEL779,CONSTRUCTION ECONOMICS AND FINANCE,3,3,0,0,KUMAR NEERAJ JHA,90
203,F,CEL826,ADVANCE FEM AND PROGRAMING,3,2,0,2,A K NAGPAL,8
204,F,CEL766,SYSTEMS DESIGN AND VALUE ANALYSIS,3,3,0,0,VASANT A MATSAGAR,36
205,F,CEL432,DESIGN OF PRESTRESSED CONCRETE AND INDUSTRIAL STRU,4,3,0,2,ALOK MADAN,31
206,F,CEL232,CONCRETE MATERIAL & DESIGN,6,3,1,4,S N SINHA,88
207,F,CEL332,DESIGN OF STEEL STRUCTURES,5,3,1,2,SUPRATIC GUPTA,82
208,H,CEL411,INDUSTRIAL WASTE MANAGEMENT,3,3,0,0,ARVIND KUMAR NEMA,38
209,H,CEL423,DESIGNS OF FOUNDATION; EARTH AND EARTH RETAINING S,4,3,1,0,B MUNWAR BASHA,34
210,H,CEL466,CONSTRUCTION EQUIPMENT AND METHODS,3,2,1,0,A K JAIN,32
211,H,CEL610,FOUNDATION ENGINEERING,3,3,0,0,BAPPADITYA MANNA,0
212,H,CEL747,GEOGRAPHIC INFORMATION SYSTEMS,3,2,0,2,A K GOSAIN,35
213,H,CEP452,COMPUTATIONAL ASPECTS IN WATER RESOURCES,3,1,0,4,N K GARG,37
214,J,CEL889,EMERGING TECHNOLOGIES FORENVIRONMENTAL MGMT,3,3,0,0,BABU J ALAPPAT,20
215,J,CEL742,FINITE ELEMENTS IN WATER RESOURCES,3,3,0,0,N K GARG,6
216,K,CEP790,ADVANCED ENVIRONMENTAL ENGG LAB,4,1,0,6,ATUL KUMAR MITTAL,17
217,M,CEL844,TRANSPOTATION ECONOMICS & FINANCE,3,3,0,0,GEETAM TEWARI,15
218,P,CES820,INDEPENDENT STUDY,3,0,3,0,G S BANIPAL,0
219,P,CES870,INDEPENDENT STUDY,3,0,3,0,VASANT A MATSAGAR,0
220,P,CET410,PRACTICAL TRAINING,0,0,0,0,K G SHARMA,0
221,P,CEP726,STRUCTURAL ENGG LAB,3,0,0,6,G S BANIPAL,21
222,P,CED892,MAJOR PROJECT PART-II,12,0,0,24,ARVIND KUMAR NEMA,12
223,P,CED895,MAJOR PROJECT (CEY),40,0,0,80,B BHATTACHARJEE,1
224,P,CED872,MAJOR PROJECT PART-II,12,0,0,24,VASANT A MATSAGAR,15
225,P,CED875,MAJOR PROJECT PART-I,6,0,0,12,KUMAR NEERAJ JHA,0
226,P,CED876,MAJOR PROJECT PART-II,12,0,0,24,KUMAR NEERAJ JHA,27
227,P,CED882,MAJOR PROJECT PART-II,12,0,0,24,GEETAM TEWARI,9
228,P,CED412,MAJOR PROJECT PART 2 (CE),7,0,0,14,MUKESH KHARE,71
229,P,CED701,MINOR PROJECT,3,0,0,6,JAGDISH TELANGRAO SHAHU,1
230,P,CED812,MAJOR PROJECT PART-II,12,0,0,24,JAGDISH TELANGRAO SHAHU,9
231,P,CED821,MAJOR PROJECT PART - I,6,0,0,12,G S BANIPAL,0
232,P,CED822,MAJOR PROJECT PART-II,12,0,0,24,G S BANIPAL,22
233,P,CED842,MAJOR PROJECT PART-II,12,0,0,24,RAKESH KHOSA,7
234,P,CED852,MAJOR PROJECT PART-II,12,0,0,24,K K GUPTA,2
235,P,CED871,MAJOR PROJECT PART-I,6,0,0,12,VASANT A MATSAGAR,1
236,P,CED310,MINI PROJECT (CE),3,0,0,6,MUKESH KHARE,19
237,P,CED411,MAJOR PROJECT PART 1 (CE),3,0,0,6,MUKESH KHARE,1
238,R,CEC760,SEMINAR,3,0,0,6,K CHANDRASHEKHAR IYER,21
239,R,CEP702,GEOENVIRONMENTAL AND GEOTECHNICAL ENGG LAB,3,0,0,6,VENKATA RAMANA GUNTURI,16
240,R,CEP752,ROCK MECHANICS LAB-II,3,0,0,6,TANUSREE CHAKRABORTY,16
241,R,CEP775,CONSTRUCTION MATERIALS & INFORMATION TECH LAB,3,0,0,6,B BHATTACHARJEE,31
242,T,CEP770,COMPUTATION LAB FOR CONSTRUCTION MANAGMENT,3,0,0,6,KUMAR NEERAJ JHA,27
243,A,EEL101,FUNDAMENTALS OF ELECT ENGG,4,3,0,2,RKP BHATT,211
244,A,EEL102,PRINCIPLES OF ELECT ENGG,4,3,0,2,M JAGADESH KUMAR,220
245,A,EEL704,ROBOTICS AND AUTOMATION,3,3,0,0,S JANARDHANAN,12
246,A,EEL712,OPTICAL COMMUNICATION SYSTEMS,3,3,0,0,DEVI CHADHA,23
247,A,EEL748,NON-CONVENTIONAL ENERGY SOURCES AND ENERGY CONVERT,3,3,0,0,J K CHATTERJEE,13
248,A,EEL768,DETECTION AND ESTIMATION THEORY,3,3,0,0,S D JOSHI,37
249,B,EEL774,PARAMETER ESTIMATION AND SYSTEM IDENTIFICATION,3,3,0,0,INDRA NARAYAN KAR,12
250,B,EEL841,SOLID STATE CONTROLLERS OF DRIVES,3,3,0,0,G BHUVANESWARI,21
251,B,EEL703,COMPUTER NETWORKS,3,3,0,0,SWADES KUMAR DE,94
252,B,EEL341,SELECTED TOPICS IN POWER ELECTRONICS AND DRIVES -,3,3,0,0,MUMMADI VEERACHARY,20
253,C,EEL209,POWER ELECTRONICS DEVICES & CIRCUITS,4,3,1,0,G BHUVANESWARI,34
254,C,EEL306,COMMUNICATION ENGG,4,3,1,0,MANAV BHATNAGAR,89
255,D,EEL707,MULTIMEDIA SYSTEMS,4,3,0,2,SANTANU CHAUDHURY,37
256,D,EEL204,ANALOG ELECTRONICS CIRCUITS,4,3,1,0,SHOURIBRATA CHATTERJEE,126
257,D,EEL205,SIGNALS & SYSTEMS,4,3,1,0,S D JOSHI,137
258,D,EEL896,POWER SYSTEM OPTIMIZATION,3,3,0,0,P R BIJWE,16
259,D,EEP204,ELECTRONICS LAB II,1.5,0,0,3,SHOURIBRATA CHATTERJEE,102
260,D,EEL772,OPTIMAL CONTROL THEORY,3,3,0,0,MASHUQ-UN-NABI,21
261,D,EEL782,ANALOG INTEGRATED CIRCUITS,3,3,0,0,G S VISWESWARAN,33
262,D,EEL745,ELECTRICAL DRIVES SYSTEMS,3,3,0,0,S S MURTHY,20
263,D,EEL716,TELECOMMUNICATION SWITCHING AND TRANSMISSION,3,3,0,0,H M GUPTA,3
264,D,EEP307,ELECTROMAGNETICS LABORATORY,1.5,0,0,3,RANJAN BOSE,66
265,E,EEP211,DESIGN,2,0,0,4,MASHUQ-UN-NABI,83
266,E,EEP221,DESIGN (EP),2,0,0,4,S S MURTHY,24
267,E,EEP303,POWER ENGINEERING LABORATORY,1.5,0,0,3,NILANJAN SENROY,91
268,E,EEL718,STATISTICAL SIGNAL PROCESSING,3,3,0,0,BREJESH LALL,24
269,E,EEL723,MICROPROCESSOR BASED INDUSTRIAL CONTROL,3,3,0,0,S MK RAHMAN,92
270,E,EEL731,DIGITAL SIGNAL PROCESSING-I,3,3,0,0,SHANKAR PRAKRIYA,20
271,E,EEL760,ANTENNA THEORY AND TECHNIQUES,3,3,0,0,A GANGULI,1
272,E,EEL205,SIGNALS & SYSTEMS,4,3,1,0,B S PANWAR,150
273,E,EEL203,ELECTROMECHANICS,4,3,1,0,BHIM SINGH,135
274,E,EEL451,POWER SYSTEMS PROTECTION,3,3,0,0,BIJAYA KETAN PANIGRAHI,28
275,E,EEL602,OPERATING SYSTEMS,4,3,0,2,SUMANTRA DUTTA ROY,29
