S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
276,E,EEL301,CONTROL ENGINEERING I,4,3,1,0,MADAN GOPAL,102
277,E,EEL316,DIGITAL COMMUNICATIONS,4,3,0,2,RANJAN KUMAR MALLIK,64
278,F,EEL329,VLSI TECHNOLOGY AND DESIGN,4,3,0,2,BASABI BHAUMIK,6
279,F,EEL308,COMPUTER ARCHITECTURE,4,3,1,0,M HANMANDLU,145
280,F,EEL715,IMAGE PROCESSING,4,3,0,2,RANJAN BOSE,76
281,F,EEL895,BROADBAND COMMUNICATION &INFORMATION SYSTEMS,3,3,0,0,VINOD CHANDRA,38
282,F,EEL845,SPECIAL ELECTROMECHANICAL DEVICES,3,3,0,0,K RRAJAGOPAL,12
283,F,EEL833,SELECTED TOPICS IN IEC,3,3,0,0,ASHUTOSH MISHRA,20
284,F,EEL797,POWER SYSTEM DYNAMICS,3,3,0,0,SUKUMAR MISHRA,22
285,F,EEP305,DRIVES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,21
286,F,EEP308,COMPUTER TECHNOLOGY LABORATORY,1.5,0,0,3,S MK RAHMAN,142
287,H,EEL829,SELECTIVE TOPICS IN ADV CONTROL & SYSTEM THEORY-I,3,3,0,0,MASHUQ-UN-NABI,12
288,H,EEL860,WIRELESS COMMUNICATIONS,3,3,0,0,V K JAIN,43
289,H,EEL894,FLEXIBLE AC TRANSIMISSION SYSTEM,3,3,0,0,MOHAN LAL KOTHARI,37
290,H,EEL747,ELECTRICAL SYSTEMS FOR CONSTRUCTION INDUSTRIES,4,3,0,2,J K CHATTERJEE,19
291,J,EEL796,POWER SYSTEM CONTROL AND INSTRUMENTATION,3,3,0,0,NILANJAN SENROY,26
292,J,EEL765,SONAR SYSTEMS ENGINEERING,3,3,0,0,RAJENDRA BAHL,5
293,J,EEL832,COMPUTER AIDED VLSI DESIGN,3,3,0,0,JAYADEVA,21
294,J,EEL324,DIGITAL HARDWARE DESIGN,3,3,0,0,S MK RAHMAN,49
295,K,EEL818,TELECOMMUNICATION TECHNOLOGIES,3,3,0,0,SWADES KUMAR DE,23
296,K,EEL817,ACCESS NETWORKS,3,3,0,0,SWADES KUMAR DE,29
297,K,EEL787,MEMORY DESIGN AND TESTING,3,3,0,0,G S VISWESWARAN,23
298,M,EEL784,IC TECHNOLOGY,3,3,0,0,SUDHIR CHANDRA,54
299,M,EEL891,SELECTED TOPICS IN POWER SYSTEMS,3,3,0,0,ABHIJIT RAMCHANDRA ABHYANKAR,24
300,M,EEL843,COMP AIDED SIMULATION&DESIGN OF POWER EECT STSTENS,3,3,0,0,MUMMADI VEERACHARY,7
301,M,EEL705,EMBEDDED SYSTEMS AND APPLICATIONS,3,3,0,0,SUBRAT KAR,30
302,P,EED895,MAJOR PROJECT,40,0,0,80,G BHUVANESWARI,12
303,P,EED898,MAJOR PROJECT PART-II,12,0,0,24,NILANJAN SENROY,16
304,P,EED852,MAJOR PROJECT PART 2 (EI),14,0,0,28,BREJESH LALL,17
305,P,EED853,MAJOR PROJECT PART 1 (EI),4,0,0,8,BREJESH LALL,0
306,P,EED854,MAJOR PROJECT PART 2 (EI),16,0,0,32,BREJESH LALL,2
307,P,EED860,MINOR PROJECT,3,0,0,6,BREJESH LALL,29
308,P,EED862,MAJOR PROJECT PART-II,12,0,0,24,BREJESH LALL,10
309,P,EED876,MAJOR PROJECT PART-II,12,0,0,24,S JANARDHANAN,8
310,P,EED888,MAJOR PROJECT PART - 1,6,0,0,12,SHOURIBRATA CHATTERJEE,0
311,P,EED889,MAJOR PROJECT PART-II,12,0,0,24,SHOURIBRATA CHATTERJEE,9
312,P,EEL834,VLSI DESIGN,3,3,0,0,G S VISWESWARAN,18
313,P,EEP702,SOFTWARE LAB,2,0,0,4,SUBRAT KAR,39
314,P,EES310,INDEPENDENT STUDY (EE),3,0,3,0,NILANJAN SENROY,19
315,P,EES320,INDEPENDENT STUDY (EP),3,0,3,0,NILANJAN SENROY,2
316,P,EES810,INDEPENDENT STUDY,3,0,3,0,BREJESH LALL,2
317,P,EES837,INDEPENDENT STUDY,3,0,3,0,M HANMANDLU,1
318,P,EET410,PRACTICAL TRAINING,0,0,0,0,RANJAN BOSE,0
319,P,EEV403,SPECIAL MODULE IN ELECTRICAL MACHINES,1,1,0,0,G BHUVANESWARI,13
320,P,EEV705,SPECIAL TOPIC IN UNDER WATER SIGNAL PROCESSING,1,1,0,0,BREJESH LALL,47
321,P,JMD802,MAJOR PROJECT PART-II,12,0,0,24,SWADES KUMAR DE,14
322,P,JVD799,MINOR PROJECT,3,0,0,6,M JAGADESH KUMAR,5
323,P,JVD802,MAJOR PROJECT PART-II,12,0,0,24,M JAGADESH KUMAR,6
324,P,DTD899,DOCTORAL THESIS,0,0,0,0,G BHUVANESWARI,1076
325,P,EED310,MINI PROJECT (EE),3,0,0,6,NILANJAN SENROY,53
326,P,EED320,MINI PROJECT (EP),3,0,0,6,NILANJAN SENROY,16
327,P,EED411,MAJOR PROJECT PART 1 (EE),3,0,0,6,SUMANTRA DUTTA ROY,1
328,P,EED412,MAJOR PROJECT PART 2 (EE),7,0,0,14,SUMANTRA DUTTA ROY,43
329,P,EED421,MAJOR PROJECT PART 1 (EP),3,0,0,6,SUMANTRA DUTTA ROY,2
330,P,EED422,MAJOR PROJECT PART 2 (EP),7,0,0,14,SUMANTRA DUTTA ROY,19
331,P,EED701,MINOR PROJECT,2,0,0,4,SUMANTRA DUTTA ROY,19
332,P,EED750,MINOR PROJECT (EI),3,0,0,6,BREJESH LALL,4
333,P,EED790,MINOR PROJECT,3,0,0,6,NILANJAN SENROY,16
334,P,EED802,MAJOR PROJECT PART-II,12,0,0,24,SUMANTRA DUTTA ROY,14
335,P,EED841,MINOR PROJECT,3,0,0,6,BHIM SINGH,12
336,P,EED843,MAJOR PROJECT PART -II,12,0,0,24,BHIM SINGH,16
337,P,EED851,MAJOR PROJECT PART 1 (EI),6,0,0,12,BREJESH LALL,1
338,R,EEP775,TELECOMMUNICATION NETWORKS LAB,3,0,1,4,SUBRAT KAR,25
339,S,EEP785,IEC LABORATORY-II,3,0,0,6,JAYADEVA,18
340,S,EEP874,PROJECT LABORATORY,4,0,1,6,S JANARDHANAN,9
341,S,EEP843,ELECTRIC DRIVES LABORATORY,1.5,0,0,3,K RRAJAGOPAL,12
342,S,EEP703,COMPUTER NETWORKS LAB,2,0,0,4,SWADES KUMAR DE,29
343,T,EEP844,MICROPROCESSORS AND DSP LABORATORY,1.5,0,0,3,MUMMADI VEERACHARY,12
344,T,EEP798,POWER SYSTEM LABORATORY-II,2,0,0,4,SUKUMAR MISHRA,16
345,T,EEP736,PHYSICAL DESIGN LAB,3,0,0,6,JAYADEVA,8
346,A,HUL211,INTRODUCTION TO ECONOMICS,4,3,1,0,JAYAN JOSE THOMAS,82
347,A,HUL212,MICROECONOMICS,4,3,1,0,DEBASIS MONDAL,83
348,A,HUL214,INTERNATIONAL ECONOMICS,4,3,1,0,JAYAN JOSE THOMAS,79
349,A,HUL236,AN INTRODUCTION TO DRAMA,4,3,1,0,ANGELIE MULTANI,81
350,A,HUL239,INDIAN WRITING IN ENGLISH,4,3,1,0,SYAMALA KALLURY,80
351,A,HUL251,INTRODUCTION TO LOGIC,4,3,1,0,C ATOMY,79
352,A,HUL253,MORAL LITERACY AND MORAL CHOICES,4,3,1,0,SANIL V,22
353,A,HUL256,CRITICAL THINKING,3,2,1,0,BIJOY H BORUAH,76
354,A,HUL261,PSYCHOLOGICAL BASIS OF BEHAVIOUR,4,3,1,0,AMULYA KHURANA,85
355,A,HUL262,ENVIRONMENTAL PSYCHOLOGY,4,3,1,0,PURNIMA SINGH,80
356,A,HUL265,PERSONALITY AND SOCIETY,3,2,1,0,KAMLESH SINGH,42
357,A,HUL272,INTRODUCTION TO THE SOCIOLOGY OF INDIA,4,3,1,0,RAVINDER KAUR,80
358,A,HUL274,RETHINKING THE INDIAN TRADITION,4,3,1,0,BHARATI PURI,54
359,A,HUL275,ENVIRONMENT; DEVELOPMENT AND SOCIETY,4,3,1,0,RICHA KUMAR,28
360,A,HUL281,MIND; MACHINES AND LANGUAGE,4,3,1,0,PRITHA CHANDRA,14
361,A,HUL282,SYSTEM AND STRUCTURE: AN INTRODUCTION TO COMMUNICA,4,3,1,0,SHANTANU GHOSH,75
362,A,HUL286,SOCIAL SCIENCE APPROACHES TO DEVELOPMENT,3,2,1,0,SARBESWAR SAHOO,52
363,A,HUL289,PERSPECTIVE ON SCIENCE TECHNOLOGY& HUMAN DEVPT,4,3,1,0,AMBUJ D SAGAR,16
364,A,HUL291,ELECTRONIC GOVERNANCE,4,3,1,0,P VIGNESWARA ILAVARASAN,78
365,B,HUL301,THE SOCIOLOGY OF RELIGION,4,3,1,0,FARHANA IBRAHIM,15
366,B,HUL707,SOCIAL PSYCHOLOGY,3,2,1,0,PURNIMA SINGH,5
367,B,HUL709,SOCIAL RESEARCH METHODS,3,2,1,0,P VIGNESWARA ILAVARASAN,12
368,B,HUL710,PERSONALITY STRUCTURE AND DYNAMICS,3,2,1,0,AMULYA KHURANA,42
369,B,HUL231,AN INTRODUCTION TO LITERATURE,4,3,1,0,STUTI KHANNA,39
370,M,HUL754,SCIENCE TECHNOLOGY AND SOCIETY,3,2,1,0,AMBUJ D SAGAR,16
371,M,HUL759,URBAN SOCIAL SYSTEMS,3,3,0,0,FARHANA IBRAHIM,1
372,M,HUL761,SCIOLOGY OF INDA,3,2,1,0,RAVINDER KAUR,7
373,M,HUL810,COMMUNICATION SKILLS,3,3,0,0,STUTI KHANNA,142
374,M,HUL840,PHILOSOPHY OF SOCIAL SCIENCES,3,3,0,0,BIJOY H BORUAH,2
375,M,HUL881,ELEMENTS OF THE NARRATIVE ART,3,3,0,0,SYAMALA KALLURY,0
376,M,HUL884,INDIAN WRITING IN ENGLISH,3,3,0,0,STUTI KHANNA,3
377,M,HUL891,GLOBALIZATION AND TRANSNATIONALISM,3,2,1,0,SARBESWAR SAHOO,0
378,M,HUL287,INDUSTRY AND WORK CULTURE UNDER GLOBALIZATION,4,3,1,0,VIBHA ARORA,53
379,M,HUL276,SOCIOLOGY OF KNOWLEDGE,4,3,1,0,AMRIT SRINIVASAN,76
380,M,HUL271,SOCIOLOGY: THE SCIENCE OF PRAXIS,4,3,1,0,RASHMI SADANA,73
381,P,HUN100,INTRO TO HUMANITIES & SOCIAL SCIENCES,1,1,0,0,ANGELIE MULTANI,419
382,P,HUC722,SEMINAR,3,0,0,6,PURNIMA SINGH,43
383,A,SML302,ENTREPRENEURSHIP MANAGEMENT,4,3,1,0,SUDHIR KUMAR JAIN,79
384,A,SML401,MANAGERIAL ACCONTING & FINANCIAL MANAGEMENT,4,3,1,0,SHVETA SINGH,97
385,A,SML887,BUSINESS LAW,3,2,0,2,KANIKA TANDON BHAL,38
386,B,SML863,ADVERTISING &SALES PROMOTION MANAGEMENT,3,3,0,0,MAHIM SAGAR,5
387,B,SML745,OPERATIONS MANAGEMENT,3,3,0,0,SURYA PRAKASH SINGH,151
388,B,SML780,MANAGERIAL ECONOMICS,3,2,0,2,SEEMA SHARMA,100
389,C,SML720,BUSINESS ENVIRONMENT AND CORPORATE STRATEGIES,3,2,0,2,MAHIM SAGAR,112
390,C,SML846,TOTAL PRODUCTIVITY MANAGEMENT,3,3,0,0,SURYA PRAKASH SINGH,12
391,D,SML716,FUNDAMENTAL OF M & S,3,3,0,0,SUSHIL,78
392,D,SMV896,HUMAN VALUES IN MANAGEMENT,1,1,0,0,KANIKA TANDON BHAL,96
393,E,SMV794,COMMUNICATION SKILLS,1.5,1,0,1,HARISH CHOUDHARY,98
394,E,SML845,TOTAL PROJECT SYSTEMS MANAGEMENT,3,3,0,0,D KBANWET,26
395,F,SML731,HUMAN RESOURCE MANAGEMENT,3,3,0,0,KANIKA TANDON BHAL,127
396,H,SML760,MARKETING MANAGEMENT,3,2,0,2,MAHIM SAGAR,55
397,H,SML873,SECURITY ANALYSIS & PROOF MANAGEMENT,3,2,0,2,SURENDRA SINGH YADAV,43
398,J,SML855,ELECTRONIC COMMERCE,3,2,0,2,MANMOHAN PRASAD GUPTA,74
399,J,SML728,INTERNATIONAL TELECOM MANAGEMENT,3,3,0,0,V GAUTAM,22
400,K,SML829,CURRENT & EMERGING ISSUES IN STRATEGIC MANAGEMENT,3,3,0,0,SUSHIL,54
401,K,SML830,ORGANIZATION STRUCTURE AND PROCESSES,3,3,0,0,V GAUTAM,5
402,L,SML874,INDIAN FINANCIAL SYSTEM,3,3,0,0,SHVETA SINGH,33
403,L,SML770,MANAGEMENT ACCOUNTS AND FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,60
404,L,SMD792,MINOR PROJECT,3,0,0,6,RAVI SHANKAR,11
405,L,SMD890,PROJECT,6,0,0,12,SEEMA SHARMA,95
406,M,SML726,"TELECOMM SYSTEM ANALYSIS, PLANNING & DESIGN",3,3,0,0,RAVI SHANKAR,45
407,M,SML717,BUSINESS SYSTEMS ANALYSIS AND DESIN,3,2,0,2,MANMOHAN PRASAD GUPTA,76
408,M,SML869,CURRENT AND EMERGING ISSUES IN MARKETING,3,3,0,0,HARISH CHOUDHARY,27
409,P,SML734,MANAGEMENT OF SMALL SCALE INDUSTRIAL ENTERPRISES,3,3,0,0,SUDHIR KUMAR JAIN,2
410,X,SML865,SALES MANAGAMENT,3,2,0,2,HARISH CHOUDHARY,41
411,X,SML875,INTERNATIONAL FINANCIAL MANAGEMENT,3,3,0,0,SURENDRA SINGH YADAV,36
412,X,SMV793,STAT FOR MANAGEMENT,1,1,0,0,SEEMA SHARMA,147
413,X,SML843,SUPPLY CHAIN MANAGEMENT,3,3,0,0,RAVI SHANKAR,36
414,Y,SML870,ADVANCED FINANCIAL MANAGEMENT,3,2,0,2,P KJAIN,29
415,Y,SML702,MANAGEMENT OF INNOV & R&D,3,2,0,2,SURYA PRAKASH SINGH,94
416,Y,SMV895,MANAGEMENT RESEARCH METHODOLOGY,1,1,0,0,KANIKA TANDON BHAL,50
417,Z,SML701,STRATEGIC TECHNOLOGY MANAGEMENT,3,2,0,2,RAVI SHANKAR,53
418,Z,SML713,INFORMATION SYSTEMS MANAGEMENT,3,2,0,2,MANMOHAN PRASAD GUPTA,130
419,Z,SML823,STRATEGIC CHANGE AND FLEXIBILITY,3,2,0,2,SUSHIL,41
420,A,MAL516,ALGEBRA,4,3,1,0,RITUMONI SARMA,50
421,B,MAL390,STATISTICAL METHODS AND ALGORITHMS,4,3,1,0,NILADRI CHATTERJEE,66
422,B,MAL358,OPERATING SYSTEMS,4,3,0,2,BHAWANI SANKAR PANDA,20
423,B,MAL518,METHODS OF APPLIED MATHEMATICS,4,3,1,0,KONIJETI SREENADH,47
424,B,MAL708,COMPUTER ORGANIZATION & OPERATING SYSTEMS,4,3,0,2,B CHANDRA,15
425,C,MAL120,MATHEMATICS II,4,3,1,0,KONIJETI SREENADH,519
426,C,MAL122,REAL & COMPLEX ANALYSIS,4,3,1,0,A TRIPATHI,57
427,C,MAL124,INTRO TO ALGEBRA & MATRIX ANALYSIS,4,3,1,0,SUBIMAN KUNDU,240
428,C,MAL140,PROBABILITY & STATISTICS,4,3,1,0,A NAGABHUSHANANM,189
429,D,MAL335,DIFFERENTIAL EQUATIONS,4,3,1,0,S CHANDRA SEKHARA RAO,43
430,E,MAL602,FUNCTIONAL ANALYSIS,4,3,1,0,SUBIMAN KUNDU,32
431,E,MAL745,SOFTWARE ENGINEERING,4,3,0,2,NILADRI CHATTERJEE,74
432,F,MAL715,DIGITAL IMAGE PROCESSING,4,3,0,2,RANJAN BOSE,40
433,F,MAL704,NUMERICAL OPTIMIZATION,4,3,0,2,APARNA MEHRA,57
434,F,MAL524,NUMERICAL ANALYSIS,4,3,1,0,S CHANDRA SEKHARA RAO,50
435,H,MAL526,COMPUTER ORIENTED OPERATIONS RESEARCH,4,3,0,2,SURESH CHANDRA,52
436,H,MAL728,CATEGORY THEORY,4,3,1,0,WAGISH SHUKLA,16
437,H,MAL710,DATABASE MANAGEMENT SYSTEMS,4,3,0,2,B CHANDRA,77
438,J,MAL755,ALGEBRAIC GEOMETRY,4,3,1,0,J B SRIVASTAVA,36
439,J,MAL734,ALGEBRAIC GEOMETRY,4,3,1,0,J B SRIVASTAVA,19
440,J,MAL522,STATISTICAL INFERENCE,4,3,1,0,B R HANDA,55
441,J,MAL342,ANALYSIS & DESIGN OF ALGORITHMS,4,3,1,0,BHAWANI SANKAR PANDA,48
442,K,MAL382,THEORY OF AUTOMATA,4,3,1,0,ANIMA NAGAR,70
443,K,MAL735,NUMBER THEORY,4,3,1,0,RAJENDRA KUMAR SHARMA,34
444,M,MAL714,FINITE ELEMENT TECHNIQUES & COMP IMPLEMENTATION,3,3,0,0,V VK SRINIVAS KUMAR,35
445,M,MAL514,COMPLEX ANALYSIS,4,3,1,0,WAGISH SHUKLA,46
446,P,MAD851,MAJOR PROJECT PART 1 (MT),6,0,0,12,BHAWANI SANKAR PANDA,1
447,P,MAD852,MAJOR PROJECT PART 2 (MT),14,0,0,28,BHAWANI SANKAR PANDA,23
448,P,MAD853,MAJOR PROJECT PART 1 (MT),4,0,0,8,BHAWANI SANKAR PANDA,1
449,P,MAD854,MAJOR PROJECT PART 2 (MT),16,0,0,32,BHAWANI SANKAR PANDA,2
450,P,JCD799,MINOR PROJECT,3,0,0,6,NILADRI CHATTERJEE,3
451,P,JCD802,MAJOR PROJECT PART-II,12,0,0,24,NAVEEN GARG,15
452,P,JCS800,INDEPENDENT STUDY,3,3,0,0,RAJENDRA KUMAR SHARMA,1
453,P,MAD350,MINI PROJECT (MT),3,0,0,6,A TRIPATHI,22
454,P,MAD704,PROJECT PART - II,4,0,0,8,KONIJETI SREENADH,32
455,P,MAP702,COMPUTING LAB - II,2,0,0,4,RAM LAL,38
456,P,MAP706,SCIENTIFIC SOFTWARE LABORATORY,3,0,0,6,SUNIL KAK,24
457,X,MAL468,GRAPH THEORY,4,3,1,0,A TRIPATHI,21
458,X,MAL656,GRAPH THEORY,4,3,1,0,A TRIPATHI,2
459,A,MEL756,SUPPLY CHAIN MANAGEMENT,4,3,0,2,VIPUL JAIN,24
460,A,MEL778,DESIGN & METALLURGY OF WELDED JOINTS,4,3,0,2,SUNIL PANDEY,21
461,A,MEL802,CONVECTION HEAT & MASS TRANSFER,3,3,0,0,B PREMACHANDRAN,28
462,B,MEL796,RAPID PROTOTYING AND TOLING,4,3,0,2,P M PANDEY,11
463,B,MEL806,THERMAL SYSTEMS SIMULATION & DESIGN,3,2,0,2,SANGEETA KOHLI,23
464,B,MEL752,QUALITY ASSURANCE,4,3,0,2,A D GUPTA,21
465,B,MEL432,MICROPROCESSOR APPLICATIONS IN MANUFACTURING,4,3,0,2,I P SINGH,42
466,B,MEL110,GRAPHIC SCIENCE,4,2,0,4,HARISH HIRANI,357
467,B,MEL120,MANUFACTURING PRACTICES,4,2,0,4,P VMADHUSUDHAN RAO,328
468,B,MEL235,METROLOGY & QUALITY ASSURANCE,4,3,0,2,A D GUPTA,40
469,B,MEL241,ENERGY CONVERSION,4,3,0,2,M R RAVI,94
470,C,MEL725,POWER PLANT STEAM GENERATIONS,3,3,0,0,P MV SUBBARAO,25
471,C,MEL736,AUTOMOTIVE DESIGN,4,3,0,2,ANOOP CHAWLA,4
472,C,MEL743,PLANT EQUIPMENT DESIGN,4,3,0,2,KSHITIJ GUPTA,16
473,C,MEL334,LOW COST AUTOMATION,4,3,0,2,SUNIL JHA,21
474,D,MEL322,OPERATIONS PLANNING AND CONTROL,4,3,0,2,MAKARAND SHRIKRISHNA KULKARNI,35
475,D,MEL740,INSTRUMENTATION & AUTOMATIC CONTROL SYSTEMS,4,3,0,2,SATINDER PAUL SINGH,19
476,D,MEL780,CASTING TECHNOLOGY,4,3,0,2,SIVANANDAM ARAVINDAN,19
477,D,MEL804,CONDUCTION AND RADIATION HEAT TRANSFER,3,3,0,0,PRABAL TALUKDAR,25
478,D,MEL312,CONTROL THEORY AND APPLICATIONS,5,3,1,2,JAYANTA KUMAR DUTT,100
479,E,MEL314,NOISE ENGINEERING,4,3,0,2,A K DARPE,13
480,E,MEL140,ENGINEERING THERMODYNAMICS,4,3,1,0,SUBHRA DATTA,109
481,E,MEL809,HEAT TRANSFER APPLICATIONS,3,1,0,4,S R KALE,4
482,E,MEL832,MULTIBODY SYSTEMS & VIBRATION DESIGN,4,3,0,2,SUBIR KUMAR SAHA,9
483,E,MEL866,MAINTENANCE MANAGEMENT,3,3,0,0,MAKARAND SHRIKRISHNA KULKARNI,23
484,E,MEL784,CNC TECHNOLOGY & PROGRAMMING,4,3,0,2,P VMADHUSUDHAN RAO,18
485,E,MEL746,DESIGN FOR NOISE VIBARATION & HARSHNESS,4,3,0,2,A K DARPE,7
486,E,MEP202,DESIGN INNOVATIION & MANUFACTURING,2,0,0,4,S R KALE,130
487,F,MEL868,OPERATIONS RESEARCH II,3,3,0,0,KIRAN SETH,4
488,F,MEP311,MECHANISMS LABORATORY,1,0,0,2,RAHUL RIBEIRO,90
489,F,MEP331,PROCESS ENGINEERING AND TOOL DESIGN PROJECT,3,1,0,4,SUNIL PANDEY,34
490,F,MEP341,THERMAL ENGINEERING LABORATORY,1.5,0,0,3,SANGEETA KOHLI,77
491,F,MEL786,METROLOGY,3,2,0,2,P VENKATESWARA RAO,16
492,F,MEL818,MULTIPHASE FLOWS,4,2,0,4,S R KALE,0
493,F,MEL345,INTERNAL COMBUSTION ENGINES,4,3,0,2,J P SUBRAMANYAM,61
494,F,MEL417,LUBRICATION,4,3,0,2,HARISH HIRANI,14
495,F,MEL232,"CASTING,WELDING &FORMING",4,3,0,2,SIVANANDAM ARAVINDAN,93
496,F,MEL234,METAL FORMING & MACHINING,5,3,1,2,DIGAVALLI RAVI KUMAR,42
497,H,MEL716,MICRO/NANO SCALE HEAT TRANSFER,4,3,0,2,SANJEEV JAIN,10
498,J,MEL708,COMBUSTION GENERATED POLLUTION AND CONTROL,4,3,0,2,J P SUBRAMANYAM,35
499,J,MEL742,OPTIMUM DESIGN OF MAECHANICAL SYSTEMS,4,3,0,2,T K KUNDRA,17
500,J,MEL341,GAS DYNAMICS AND PROPULSION,4,3,0,2,P MV SUBBARAO,76
501,J,MEL332,DESIGN AND MANUFACTURING OF COMPOSITES,4,3,0,2,NARESH BHATNAGAR,19
502,J,MEL754,OPERATIONS PLANNING AND CONTROL,4,3,0,2,NOMESH BHOJKUMAR BOLIA,32
503,K,MEL323,INVESTMENT PLANNING,4,3,0,2,NOMESH BHOJKUMAR BOLIA,53
504,M,MEL426,MATERIALS MANAGEMENT,4,3,0,2,VIPUL JAIN,24
505,P,MED895,MAJOR PROJECT,40,0,0,80,JAYANTA KUMAR DUTT,4
506,P,MED862,MAJOR PROJECT PART-II,12,0,0,24,VIPUL JAIN,7
507,P,MED882,MAJOR PROJECT PART-II,12,0,0,24,DIGAVALLI RAVI KUMAR,12
508,P,MED421,MAJOR PROJECT PART 1 (PE),3,0,0,6,SATINDER PAUL SINGH,1
509,P,MED422,MAJOR PROJECT PART 2 (PE),7,0,0,14,SATINDER PAUL SINGH,28
510,P,MED812,MAJOR PROJECT PART-II,12,0,0,24,PRABAL TALUKDAR,12
511,P,MED832,MAJOR PROJECT PART-II,12,0,0,24,A K DARPE,10
512,P,JGD802,MAJOR PROJECT PART-II,12,0,0,24,PRABAL TALUKDAR,0
513,P,MEC601,MECHANICAL ENGINEERING SEMINARS,1,0,1,0,PRABAL TALUKDAR,2
514,P,MED310,MINI PROJECT (ME),4,0,0,8,P VMADHUSUDHAN RAO,39
515,P,MED320,MINI PROJECT (PE),4,0,0,8,P VMADHUSUDHAN RAO,18
516,P,MED411,MAJOR PROJECT PART 1 (ME),3,0,0,6,SATINDER PAUL SINGH,1
517,P,MED412,MAJOR PROJECT PART 2 (ME),7,0,0,14,SATINDER PAUL SINGH,68
518,P,MET410,PRACTICAL TRAINING,0,0,0,0,SUNIL JHA,0
519,A,PHL552,ELECTRODYNAMICS,4,3,1,0,AMRUTA MISHRA,51
520,A,PHL756,FOURIER OPTICS AND OPTICAL INFORMATION PROCESSING,3,3,0,0,JOBY JOSEPH,38
521,B,PHL754,OPTICAL INSTRUMENTS AND METROLOGY,3,3,0,0,B D GUPTA,21
522,B,PHL800,NUMERICAL & COMPUTATIONAL METHODS IN RESEARCH,3,3,0,0,ANURAG SHARMA,12
523,B,PHL554,CONCEPTS OF SOLIDS,4,3,1,0,S C KASHYAP,52
524,B,EPL206,SOLID STATE PHYSICS,4,3,1,0,SUJEET CHAUDHARY,54
525,C,EPL208,PRIINCIPLES OF ELECTRODYNAMICS AND PLASMAS,4,3,1,0,V K TRIPATHY,53
526,C,PHL752,LASER SYSTEMS AND APPLICATIONS,3,3,0,0,ALOKA SINHA,25
527,D,PHL558,APPLIED OPTICS,4,3,1,0,R K VARSHNEY,51
528,D,PHL702,SCIENCE AND TECHNOLOGY OF THIN FILMS,3,3,0,0,V D VANKAR,51
529,D,PHL792,OPTICAL ELECTRONICS,3,3,0,0,M R SHENOY,34
530,D,EPL336,SEMICONDUCTOR OPTOELECTRONICS,4,3,1,0,GADDAM VIJAYA PRAKASH,26
531,D,PHL120,PHYSICS OF MATERIALS,4,3,1,0,D K PANDYA,395
532,D,PHL110,FIELDS AND WAVES,4,3,1,0,P SENTHILKUMARAN,273
533,E,EPP110,PHYSICAL SYSTEM DESIIGN,2,0,0,4,SANTANU GHOSH,49
534,E,EPL333,COMPUTATIONAL PHYSICS,4,3,0,2,H C GUPTA,61
535,E,PHL891,GUIDED WAVE OPTICAL COMPONENTS & DEVICERS,3,3,0,0,B P PAL,27
536,E,PHL655,LASER PHYSICS,3,3,0,0,R K SONI,36
537,E,PHL704,SEMICONDUCTOR DEVICE TECHNOLOGY,3,3,0,0,VIKRAM KUMAR,30
538,F,PHL726,NANOSTRUCTURED MATERIALS,3,3,0,0,BODH RAJ,51
539,F,EPL204,THERMAL & STATISTICAL,4,3,1,0,NEERAJ KHARE,64
540,F,EPL337,MATERIALS SCIENCE AND ENGINEERING,4,3,1,0,RATANAMALA CHATTERJEE,31
541,F,PHL556,STATISTICAL MECHANICS,4,3,1,0,VARSHA BANERJEE,56
542,H,EPL440,QUANTUM ELECTRONICS,3,3,0,0,K THYAGARAJAN,38
543,H,EPL202,QUANTUM MECHANICS & ITS APPLICATIONS,4,3,1,0,AJIT KUMAR,43
544,H,EPL332,NUCLEAR SCIENCE AND ENGINEERING,3,3,0,0,SANTANU GHOSH,91
545,H,PHL657,PLASMA PHYSICS,3,3,0,0,R D TAREY,22
546,H,PHL758,THEORY AND APPLICATIONS OF HOLOGRAPHY,3,3,0,0,KEHAR SINGH,23
547,J,PHL742,GENERAL RELATIVITY & INTRODUCTORY ASTROPHYSICS,3,3,0,0,D RANGANATHAN,54
548,J,EPL443,HOLOGRAPHY AND OPTICAL INFORMATION PROCESSING,3,3,0,0,JOBY JOSEPH,32
549,P,EPP215,PHYSICS LABORATORY - II,3,0,0,6,PANKAJ SRIVASTAVA,1
550,P,EPP216,PHYSICS LABORATORY - III,3,0,0,6,SUJEET CHAUDHARY,40
551,P,EPS310,INDEPENDENT STUDY (PH),3,0,3,0,K THYAGARAJAN,8
552,P,EPT410,PRACTICAL TRAINING,0,0,0,0,NEERAJ KHARE,0
553,P,PHD852,MAJOR PROJECT PART-II,12,0,0,24,JOBY JOSEPH,12
554,P,PHD652,PROJECT II,6,0,0,12,VARSHA BANERJEE,35
555,P,PHD802,MAJOR PROJECT PART-II,12,0,0,24,NEERAJ KHARE,15
556,P,EPD412,MAJOR PROJECT PART 2 (PH),7,0,0,14,GADDAM VIJAYA PRAKASH,37
